"Study.Sample.ID"	"Study.Name"	"LIDE.Sample.ID"	"Site.Name"	"Sample.Combining.needed."	"USGS_ID"	"SSdate"	"SEdate"	"Collection.Start.Date"	"Sample.Type"	"Event.Type"	"Adenovirus.C.D.F"	"Adenovirus.A"	"Adenovirus.B"	"Enterovirus"	"G1.Norovirus"	"G2.Norovirus"	"HAV"	"Rotavirus"	"Campylobacter"	"Salmonella"	"EHEC"	"Cryptosporidium"	"BVDV1"	"BVDV2"	"Rotavirus.a"	"Rotavirus.c"	"Bovine.Enterovirus"	"Coronavirus"	"Bovine.Adenovirus"	"Bovine.Polyomavirus"	"Mycobacterium.Avium"	"Mycobacterium.Avium.paratuber"	"pdate"	"nmonth"	"ddate"	"Human_virus"	"Bacteria"	"Protozoa"	"Bovine_virus"	"Human"	"All_pathogens"	"cmonth"	"Rotavirus.a_occur"	"Bovine.Polyomavirus_occur"	"Adenovirus.C.D.F_occur"	"Adenovirus.A_occur"	"Enterovirus_occur"	"Abb2"	"Ddate"	"SEpdate"	"FT."	"Site.Code"	"Abb."	"Sample.Date"	"Event"	"Enterococci.CFU.100ml"	"E..coli.CFU.100ml"	"BacHuman.CN.100ml"	"RERUN.BacHuman.CN.100ml"	"BacSp.CN.100ml"	"Ratio.Human.Sp"	"Entero.CN.100ml"	"Lachno.2.CN.100ml"	"RERUN.Lachno.2.CN.100ml"	"Ruminant.CN.100ml"	"Cow.CN.100ml"	"lachno"	"lachnocen"	"BacHuman"	"BacHumancen"	"Abb2.1"	"GLWI.Site.Name"	"Sample.Date.1"	"GLWI.Study.Sample.ID"	"USGS_ID.1"	"X"	"Sample.Start.date.2"	"Sample.End.date.2"	"X.1"	"USGS.Sample.Type.2"	"USGS.Event.Type"	"USGS.Event.Type.2"	"GLWI.Event"	"Ebpdate"	"Eepdate"	"DO_mean"	"DO_max"	"DO_min"	"DO_median"	"Q_mean"	"Q_max"	"Q_min"	"Q_median"	"SC_mean"	"SC_max"	"SC_min"	"SC_median"	"TURB_mean"	"TURB_max"	"TURB_min"	"TURB_median"	"WTEMP_mean"	"WTEMP_max"	"WTEMP_min"	"WTEMP_median"	"Ebddate"	"AntBase"
"MF 026"	"Milw Corridor Study USGS"	"34570 - 34569"	"Meno Falls"	FALSE	"MF 026"	"7/15/2010 7:07"	"7/16/2010 7:19"	"15-Jul-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"7/15/2010"	6	"0010-07-15"	0	0	0	0	0	0	"Jul"	0	0	0	0	0	"MF"	"7/15/2010"	"7/16/2010 7:19"	9497	"USGSMF026"	"MF"	"16-Jul-10"	"CSO"	9900	5000	"BLD"	"203"	"2376"	NA	78531	"BLD"	"428"	NA	NA	"428"	428	"203"	203	"MF"	"Meno Falls"	"16-Jul-10"	"MF 026"	"MF 026"	""	"7/15/2010 7:07"	"7/16/2010 7:19"	NA	"Event"	"Rainfall "	"CSO"	"CSO"	2010-07-15 07:07:00	2010-07-16 07:19:00	8.06701030927835	8.3	7.9	8.1	349.117042413793	405.3587	267.1138	367.03285	357.718213058419	380	258	371	41.3780068728522	63	26	41	22.8769759450172	24.1	21.7	22.8	2010-07-15	9.24
"MF 027"	"Milw Corridor Study USGS"	"33960 - 33959"	"Meno Falls"	TRUE	"MF 027"	"7/22/2010 16:27"	"7/23/2010 12:05"	"22-Jul-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0.1	0.08	0.11	0	0	0	0	0	0	0	0	0	0	0	"7/22/2010"	6	"0010-07-22"	0	0.29	0	0	0.29	0.29	"Jul"	0	0	0	0	0	"MF"	"7/22/2010"	"7/23/2010 12:05"	9573	"USGSMF027"	"MF"	"23-Jul-10"	"CSO"	27000	10600	"5352"	""	"9313"	1	142137	"6390"	""	NA	NA	"6390"	6390	"5352"	5352	"MF"	"Meno Falls"	"23-Jul-10"	"MF 027"	"MF 027"	""	"7/22/2010 16:27"	"7/23/2010 12:05"	NA	"Event"	"Rainfall "	"CSO"	"CSO"	2010-07-22 16:27:00	2010-07-23 12:05:00	8.20886075949367	8.3	8.1	8.2	494.658637264957	1453.891	67.29298	432.3905	303.324894514768	645	103	325	42.8755364806867	230	18	26	22.4814345991561	23.2	22	22.4	2010-07-22	29.77
"MF 028"	"Milw Corridor Study USGS"	"33962 - 33961"	"Meno Falls"	TRUE	"MF 027"	"7/23/2010 13:05"	"7/26/2010 0:12"	"23-Jul-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	"7/23/2010"	6	"0010-07-23"	0	0.12	0	0	0.12	0.12	"Jul"	0	0	0	0	0	"MF"	"7/23/2010"	"7/26/2010 0:12"	9610	"USGSMF028"	"MF"	"26-Jul-10"	"CSO"	190	330	"BLD"	"BLD"	"BLD"	NA	5814	"BLD"	"420"	NA	NA	"420"	420	"BLD"	60	"MF"	"Meno Falls"	"26-Jul-10"	"MF 028"	"MF 027"	"Changed USGS to MF 028"	"7/23/2010 13:05"	"7/26/2010 0:12"	NA	"Event"	"Rainfall "	"CSO"	"CSO"	2010-07-23 13:05:00	2010-07-26 00:12:00	8.12433192686357	8.2	8	8.1	479.252217464789	605.3875	373.9314	480.166	365.5935302391	437	305	365	11.1590717299578	21	6.2	9.6	23.3496483825598	24.4	22.5	23.2	2010-07-23	224.73
"MF 031"	"Milw Corridor Study USGS"	"34063 - 34062"	"Meno Falls"	FALSE	"MF 031"	"9/1/2010 2:01"	"9/1/2010 14:08"	"1-Sep-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"9/1/2010"	8	"0010-09-01"	0	0	0	0	0	0	"Sep"	0	0	0	0	0	"MF"	"9/1/2010"	"9/1/2010 14:08"	9765	"USGSMF029"	"MF"	"2-Sep-10"	"Rain"	8900	11200	"BLD"	"585"	"27919"	NA	120867	"5578"	"5993"	NA	NA	"5993"	5993	"585"	585	"MF"	"Meno Falls"	"2-Sep-10"	"MF 031"	"MF 031"	"Changed GLWI to match USGS"	"9/1/2010 2:01"	"9/1/2010 14:08"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-09-01 02:01:00	2010-09-01 14:08:00	7.8096551724138	8.3	7.2	7.8	41.5367879619048	118.6552	5.101953	31.99572	543.710344827586	1010	242	523	32.8115942028985	130	5.9	23	23.6075862068966	24.6	23	23.6	2010-09-01	4.27
"MF 032"	"Milw Corridor Study USGS"	"34127 - 34126"	"Meno Falls"	FALSE	"MF 032"	"9/13/2010 8:49"	"9/14/2010 7:52"	"13-Sep-10"	"Baseflow"	"Baseflow"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"9/13/2010"	8	"0010-09-13"	0	0	0	0	0	0	"Sep"	0	0	0	0	0	"MF"	"9/13/2010"	"9/14/2010 7:52"	10043	"USGSMF030"	"MF"	"14-Sep-10"	"Baseflow"	330	250	"BLD"	"120"	"127487"	NA	10728	"BLD"	"0"	NA	NA	"BLD"	60	"120"	120	"MF"	"Meno Falls"	"14-Sep-10"	"MF 032"	"MF 032"	"Changed GLWI to match USGS"	"9/13/2010 8:49"	"9/14/2010 7:52"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2010-09-13 08:49:00	2010-09-14 07:52:00	8.89602888086643	9.6	8.5	8.8	8.3328255	10.5937	6.651874	8.144193	963.75451263538	967	961	963	2.97797833935018	12	1.4	3	17.6768953068592	19.3	16.1	17.5	2010-09-13	6.32
"MF 033"	"Milw Corridor Study USGS"	"34077 - 34076"	"Meno Falls"	FALSE	"MF 033"	"10/23/2010 16:59"	"10/24/2010 17:11"	"23-Oct-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"10/23/2010"	9	"0010-10-23"	0	0	0	0	0	0	"Oct"	0	0	0	0	0	"MF"	"10/23/2010"	"10/24/2010 17:11"	10150	"USGSMF033"	"MF"	"25-Oct-10"	"Rain"	4000	7500	"2402"	""	"877105"	0	360998	"2907"	""	NA	NA	"2907"	2907	"2402"	2402	"MF"	"Meno Falls"	"25-Oct-10"	"MF 033"	"MF 033"	""	"10/23/2010 16:59"	"10/24/2010 17:11"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-10-23 16:59:00	2010-10-24 17:11:00	9.42842465753425	10.1	8.9	9.4	34.3256299372385	68.18	2.899956	33.92592	669.479452054794	1060	202	580.5	20.6102739726027	140	3.6	13	12.7445205479452	14	10.9	13	2010-10-23	2.94
"MF 034"	"Milw Corridor Study USGS"	"34085 - 34084"	"Meno Falls"	FALSE	"MF 034"	"10/26/2010 8:37"	"10/26/2010 22:50"	"26-Oct-10"	"Event"	"Rainfall "	0	0	0	48.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"10/26/2010"	9	"0010-10-26"	48.97	0	0	0	48.97	48.97	"Oct"	0	0	0	0	1	"MF"	"10/26/2010"	"10/26/2010 22:50"	10215	"USGSMF034"	"MF"	"26-Oct-10"	"Rain"	4700	2400	"BLD"	"1155"	"157140"	NA	37222	"BLD"	"915"	NA	NA	"915"	915	"1155"	1155	"MF"	"Meno Falls"	"26-Oct-10"	"MF 034"	"MF 034"	""	"10/26/2010 8:37"	"10/26/2010 22:50"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-10-26 08:37:00	2010-10-26 22:50:00	9.06666666666667	9.4	8.8	9	31.2338426900585	49.04692	26.7	30.75584	722.590643274854	810	608	716	9.45438596491228	15	7.2	9.6	14.2157894736842	15.1	12.8	14.5	2010-10-26	10.74
"MF 035"	"Milw Corridor Study USGS"	"34093 - 34092"	"Meno Falls"	FALSE	"MF 035"	"11/10/2010 9:14"	"11/11/2010 8:01"	"10-Nov-10"	"Baseflow"	"Baseflow"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"11/10/2010"	10	"0010-11-10"	0	0	0	0	0	0	"Nov"	0	0	0	0	0	"MF"	"11/10/2010"	"11/11/2010 8:01"	10327	"USGSMF035"	"MF"	"11-Nov-10"	"Baseflow"	120	90	"BLD"	"BLD"	"76784"	NA	2548	"BLD"	"BLD"	NA	NA	"BLD"	60	"BLD"	60	"MF"	"Meno Falls"	"11-Nov-10"	"MF 035"	"MF 035"	""	"11/10/2010 9:14"	"11/11/2010 8:01"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2010-11-10 09:14:00	2010-11-11 08:01:00	11.4385454545455	14.3	10.4	10.5	7.25261260869565	7.836458	6.651881	7.250007	1053.78181818182	1060	1040	1060	2.71890909090909	3.5	2.2	2.7	7.64036363636364	8.6	6.6	7.5	2010-11-10	7.23
"MF 036"	"Milw Corridor Study USGS"	"34111 - 34110"	"Meno Falls"	FALSE	"MF 036"	"11/22/2010 7:38"	"11/23/2010 7:49"	"22-Nov-10"	"Event"	"Rainfall "	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"11/22/2010"	10	"0010-11-22"	0.09	0	0	0	0.09	0.09	"Nov"	0	0	0	0	1	"MF"	"11/22/2010"	"11/23/2010 7:49"	10337	"USGSMF036"	"MF"	"23-Nov-10"	"Rain"	6200	6400	"2025"	""	"2001947"	0	97317	"2677"	""	NA	NA	"2677"	2677	"2025"	2025	"MF"	"Meno Falls"	"23-Nov-10"	"MF 036"	"MF 036"	""	"11/22/2010 7:38"	"11/23/2010 7:49"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-11-22 07:38:00	2010-11-23 07:49:00	10.9767123287671	12	10.3	10.9	11.5922155436893	22.10664	7.836458	10.98913	947.993150684931	1060	624	966	8.57328767123288	95	4.3	6.2	6.60616438356164	7.7	4.3	6.8	2010-11-22	7.05
"MF 037"	"Milw Corridor Study USGS"	"34556 - 34555"	"Meno Falls"	FALSE	"MF 037"	"1/5/2011 10:48"	"1/6/2011 8:23"	"5-Jan-11"	"Baseflow"	"Baseflow"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"1/5/2011"	0	"0011-01-05"	0	0	0	0	0	0	"Jan"	0	0	0	0	0	"MF"	"1/5/2011"	"1/6/2011 8:23"	10456	"USGSMF037"	"MF"	"6-Jan-11"	"Baseflow"	20	10	"401"	"68"	"93561"	0	3084	"BLD"	"143"	NA	NA	"143"	143	"68"	68	"MF"	"Meno Falls"	"6-Jan-11"	"MF 037"	"MF 037"	""	"1/5/2011 10:48"	"1/6/2011 8:23"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2011-01-05 10:48:00	2011-01-06 08:23:00	13.8061538461538	14.6	13.5	13.6	25.6695412149533	31.99573	21.57911	24.31854	1281.38461538462	1290	1270	1280	2.19692307692308	3.3	1.9	2.2	0	0	0	0	2011-01-05	12
"MF 038"	"Milw Corridor Study USGS"	"34605 - 34604"	"Meno Falls"	FALSE	"MF 038"	"2/16/2011 14:24"	"2/20/2011 8:10"	"16-Feb-11"	"Event"	"Mix"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"2/16/2011"	1	"0011-02-16"	0	0	0	0	0	0	"Feb"	0	0	0	0	0	"MF"	"2/16/2011"	"2/20/2011 8:10"	10471	"USGSMF038"	"MF"	"21-Feb-11"	"Baseflow"	0	80	"BLD"	"203"	"277861"	NA	58469	"BLD"	"870"	NA	NA	"870"	870	"203"	203	"MF"	"Meno Falls"	"21-Feb-11"	"MF 038"	"MF 038"	""	"2/16/2011 14:24"	"2/20/2011 8:10"	NA	"Event"	"Mix"	"Mix"	"Baseflow"	2011-02-16 14:24:00	2011-02-20 08:10:00	13.9364564007421	14.4	13.5	14	137.119208348794	173.4643	111.269	133.0632	1599.77736549165	2650	1020	1250	14.7381970260223	54	5.8	11	0.0246753246753247	0.2	0	0	2011-02-16	11
"MF 039"	"Milw Corridor Study USGS"	"34595 - 34594"	"Meno Falls"	FALSE	"MF 039"	"2/28/2011 9:31"	"3/1/2011 12:46"	"28-Feb-11"	"Baseflow"	"Baseflow"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"2/28/2011"	1	"0011-02-28"	0	0	0	0	0	0	"Feb"	0	0	0	0	0	"MF"	"2/28/2011"	"3/1/2011 12:46"	10479	"USGSMF039"	"MF"	"1-Mar-11"	"Baseflow"	91	60	"BLD"	"BLD"	"201364"	NA	5932	"BLD"	"113"	NA	NA	"113"	113	"BLD"	60	"MF"	"Meno Falls"	"1-Mar-11"	"MF 039"	"MF 039"	""	"2/28/2011 9:31"	"3/1/2011 12:46"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2011-02-28 09:31:00	2011-03-01 12:46:00	14.5923076923077	15.2	14.2	14.4	34.9346629577465	69.04243	27.25311	33.27302	1527.69230769231	1570	1460	1540	3.16246153846154	3.9	2.4	3.2	0.119692307692308	0.7	0	0	2011-02-28	25
"MF 040"	"Milw Corridor Study USGS"	"34615 - 34614"	"Meno Falls"	FALSE	"MF 040"	"3/9/2011 5:29"	"3/10/2011 9:27"	"9-Mar-11"	"Event"	"Snowmelt"	0	0	0	0	0	0	0	0	8.24	0	0	0	0	0	0	0	0	0	0	0	0	0	"3/9/2011"	2	"0011-03-09"	0	8.24	0	0	8.24	8.24	"Mar"	0	0	0	0	0	"MF"	"3/9/2011"	"3/10/2011 9:27"	10481	"USGSMF040"	"MF"	"10-Mar-11"	"Rain"	180	150	"2931"	"840"	"422606"	0	16633	"1351"	"893"	NA	NA	"893"	893	"840"	840	"MF"	"Meno Falls"	"10-Mar-11"	"MF 040"	"MF 040"	""	"3/9/2011 5:29"	"3/10/2011 9:27"	NA	"Event"	"Snowmelt"	"Snowmelt"	"Rain"	2011-03-09 05:29:00	2011-03-10 09:27:00	13.7548961424332	14.6	13.3	13.6	45.993350327381	49.04692	41.00076	46.27426	2008.96142433234	2630	1580	2000	6.72166172106825	14	3.6	5.3	1.29169139465875	1.7	0.9	1.3	2011-03-09	32.21
"MF 041"	"Milw Corridor Study USGS"	"34627 - 34626"	"Meno Falls"	TRUE	"MF 041"	"3/14/2011 11:28"	"3/17/2011 7:38"	"14-Mar-11"	"Event"	"Snowmelt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"3/14/2011"	2	"0011-03-14"	0	0	0	0	0	0	"Mar"	0	0	0	0	0	"MF"	"3/14/2011"	"3/17/2011 7:38"	10491	"USGSMF041"	"MF"	"17-Mar-11"	"Baseflow"	210	90	"BLD"	"113"	"554559"	NA	41212	"BLD"	"473"	NA	NA	"473"	473	"113"	113	"MF"	"Meno Falls"	"17-Mar-11"	"MF 041"	"MF 041"	""	"3/14/2011 11:28"	"3/17/2011 7:38"	NA	"Event"	"Snowmelt"	"Snowmelt"	"Baseflow"	2011-03-14 11:28:00	2011-03-17 07:38:00	13.5201219512195	15.3	12.4	13.3	74.5614587286064	125.0632	51.20138	69.91233	1290.87804878049	1440	1030	1330	7.90757020757021	88	3.6	6.1	3.05231707317073	5.1	1.2	3	2011-03-14	44.84
"MF 042"	"Milw Corridor Study USGS"	"34637 - 34636"	"Meno Falls"	TRUE	"MF 041"	"3/17/2011 11:28"	"3/20/2011 6:45"	"17-Mar-11"	"Event"	"Snowmelt"	0	0	0	0	0	0	0	0	0	5.71	0	0	0	0	0	0	0	0	0	0	0	0	"3/17/2011"	2	"0011-03-17"	0	5.71	0	0	5.71	5.71	"Mar"	0	0	0	0	0	"MF"	"3/17/2011"	"3/20/2011 6:45"	10526	"USGSMF042"	"MF"	"21-Mar-11"	"Rain"	150	20	"BLD"	"BLD"	"77219"	NA	5000	"BLD"	"308"	NA	NA	"308"	308	"BLD"	60	"MF"	"Meno Falls"	"21-Mar-11"	"MF 042"	"MF 042"	""	"3/17/2011 11:28"	"3/20/2011 6:45"	NA	"Event"	"Snowmelt"	"Snowmelt"	NA	2011-03-17 11:28:00	2011-03-20 06:45:00	13.0058168316832	13.9	12.4	12.9	170.921083910891	186.8903	131.706	173.4643	763.199257425743	1020	672	713	11.2918313570487	28	6.6	9.8	3.49467821782178	4.9	1.8	3.5	2011-03-17	54.2
"MF 043"	"Milw Corridor Study USGS"	"34639 - 34638"	"Meno Falls"	TRUE	"MF 043"	"3/20/2011 7:19"	"3/21/2011 7:45"	"20-Mar-11"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0	16.7	0	0	0	0	0	0	0	0	0	0	0	0	"3/20/2011"	2	"0011-03-20"	0	16.7	0	0	16.7	16.7	"Mar"	0	0	0	0	0	"MF"	"3/20/2011"	"3/21/2011 7:45"	NA	""	""	""	""	NA	NA	""	""	""	NA	NA	""	""	NA	NA	""	NA	""	NA	""	""	""	""	"MF 043"	"No bacteria sample"	"3/20/2011 7:19"	"3/21/2011 7:45"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2011-03-20 07:19:00	2011-03-21 07:45:00	13.0793220338983	13.3	12.9	13.1	257.712080612245	435.4688	163.8425	262.7336	660.264406779661	734	528	648	37.3654237288136	250	6.6	26	2.79830508474576	3.4	2.2	2.8	2011-03-20	179.95
"MF 044"	"Milw Corridor Study USGS"	"34653 - 34652"	"Meno Falls"	TRUE	"MF 043"	"3/22/2011 19:07"	"3/24/2011 7:45"	"22-Mar-11"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"3/22/2011"	2	"0011-03-22"	0	0	0	0	0	0	"Mar"	0	0	0	0	0	"MF"	"3/22/2011"	"3/24/2011 7:45"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MF 043"	"okay"	"3/22/2011 19:07"	"3/24/2011 7:45"	NA	"Event"	"Rainfall "	"Rainfall "	NA	2011-03-22 19:07:00	2011-03-24 07:45:00	13.3070294784581	14	12.8	13.2	396.785500909091	467.0872	357.519	396.6137	602.496598639456	627	518	602	13.9261363636364	54	8.1	12	1.84512471655329	3.2	0.2	2	2011-03-22	179.95
"MF 045"	"Milw Corridor Study USGS"	"34665 - 34664"	"Meno Falls"	FALSE	"MF 045"	"3/29/2011 7:35"	"3/30/2011 9:02"	"29-Mar-11"	"Baseflow"	"Baseflow"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"3/29/2011"	2	"0011-03-29"	0	0	0	0	0	0	"Mar"	0	0	0	0	0	"MF"	"3/29/2011"	"3/30/2011 9:02"	10601	"USGSMF045"	"MF"	"30-Mar-11"	"Baseflow"	24	8	"BLD"	"758"	"122475"	NA	2293	"BLD"	"420"	NA	NA	"420"	420	"758"	758	"MF"	"Meno Falls"	"30-Mar-11"	"MF 045"	"MF 045"	""	"3/29/2011 7:35"	"3/30/2011 9:02"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2011-03-29 07:35:00	2011-03-30 09:02:00	12.957328990228	13.9	12.2	12.8	63.5649345751634	71.67478	57.26985	62.97875	937.14006514658	951	918	944	5.74657980456026	7.1	5	5.6	3.85700325732899	5.2	1.9	4	2011-03-29	87.05
