Study.Sample.ID	Study.Name	LIDE.Sample.ID	Site.Name	Sample.Combining.needed.	USGS_ID	SSdate	SEdate	Collection.Start.Date	Sample.Type	Event.Type	Adenovirus.C.D.F	Adenovirus.A	Adenovirus.B	Enterovirus	G1.Norovirus	G2.Norovirus	HAV	Rotavirus	Campylobacter	Salmonella	EHEC	Cryptosporidium	BVDV1	BVDV2	Rotavirus.a	Rotavirus.c	Bovine.Enterovirus	Coronavirus	Bovine.Adenovirus	Bovine.Polyomavirus	Mycobacterium.Avium	Mycobacterium.Avium.paratuber	pdate	nmonth	ddate	Human_virus	Bacteria	Protozoa	Bovine_virus	Human	All_pathogens	cmonth	Rotavirus.a_occur	Bovine.Polyomavirus_occur	Adenovirus.C.D.F_occur	Adenovirus.A_occur	Enterovirus_occur	Abb2	Ddate	SEpdate	FT.	Site.Code	Abb.	Sample.Date	Event	Enterococci.CFU.100ml	E..coli.CFU.100ml	BacHuman.CN.100ml	RERUN.BacHuman.CN.100ml	BacSp.CN.100ml	Ratio.Human.Sp	Entero.CN.100ml	Lachno.2.CN.100ml	RERUN.Lachno.2.CN.100ml	Ruminant.CN.100ml	Cow.CN.100ml	lachno	lachnocen	BacHuman	BacHumancen	Abb2.1	GLWI.Site.Name	Sample.Date.1	GLWI.Study.Sample.ID	USGS_ID.1	X	Sample.Start.date.2	Sample.End.date.2	X.1	USGS.Sample.Type.2	USGS.Event.Type	USGS.Event.Type.2	GLWI.Event	Ebpdate	Eepdate	DO_mean	DO_max	DO_min	DO_median	DO_sd	Q_mean	Q_max	Q_min	Q_median	Q_sd	SC_mean	SC_max	SC_min	SC_median	SC_sd	TURB_mean	TURB_max	TURB_min	TURB_median	TURB_sd	WTEMP_mean	WTEMP_max	WTEMP_min	WTEMP_median	WTEMP_sd
MF 032	Milw Corridor Study USGS	34127 - 34126	Meno Falls	FALSE	MF 032	9/13/2010 8:49	9/14/2010 7:52	13-Sep-10	Baseflow	Baseflow	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/13/2010	8	0010-09-13	0	0	0	0	0	0	Sep	0	0	0	0	0	MF	9/13/2010	9/14/2010 7:52	10043	USGSMF030	MF	14-Sep-10	Baseflow	330	250	BLD	120	127487	NA	10728	BLD	0	NA	NA	BLD	60	120	120	MF	Meno Falls	14-Sep-10	MF 032	MF 032	Changed GLWI to match USGS	9/13/2010 8:49	9/14/2010 7:52	NA	Baseflow	Baseflow	Baseflow	Baseflow	9/13/2010 13:49	9/14/2010 12:52	8.896028881	9.6	8.5	8.8	0.334196157	8.3328255	10.5937	6.651874	8.144193	1.117453999	963.7545126	967	961	963	1.589488637	2.977978339	12	1.4	3	1.13523232	17.67689531	19.3	16.1	17.5	1.009900501
MF 033	Milw Corridor Study USGS	34077 - 34076	Meno Falls	FALSE	MF 033	10/23/2010 16:59	10/24/2010 17:11	23-Oct-10	Event	Rainfall 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/23/2010	9	0010-10-23	0	0	0	0	0	0	Oct	0	0	0	0	0	MF	10/23/2010	10/24/2010 17:11	10150	USGSMF033	MF	25-Oct-10	Rain	4000	7500	2402		877105	0	360998	2907		NA	NA	2907	2907	2402	2402	MF	Meno Falls	25-Oct-10	MF 033	MF 033		10/23/2010 16:59	10/24/2010 17:11	NA	Event	Rainfall 	Rainfall 	Rain	10/23/2010 21:59	10/24/2010 22:11	9.428424658	10.1	8.9	9.4	0.24616701	34.32562994	68.18	2.899956	33.92592	15.22487028	669.4794521	1060	202	580.5	258.1581528	20.61027397	140	3.6	13	23.29193253	12.74452055	14	10.9	13	1.06748449
MF 034	Milw Corridor Study USGS	34085 - 34084	Meno Falls	FALSE	MF 034	10/26/2010 8:37	10/26/2010 22:50	26-Oct-10	Event	Rainfall 	0	0	0	48.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/26/2010	9	0010-10-26	48.97	0	0	0	48.97	48.97	Oct	0	0	0	0	1	MF	10/26/2010	10/26/2010 22:50	10215	USGSMF034	MF	26-Oct-10	Rain	4700	2400	BLD	1155	157140	NA	37222	BLD	915	NA	NA	915	915	1155	1155	MF	Meno Falls	26-Oct-10	MF 034	MF 034		10/26/2010 8:37	10/26/2010 22:50	NA	Event	Rainfall 	Rainfall 	Rain	10/26/2010 13:37	10/27/2010 3:50	9.066666667	9.4	8.8	9	0.134601809	31.23384269	49.04692	26.7	30.75584	4.043092939	722.5906433	810	608	716	65.92416967	9.454385965	15	7.2	9.6	1.560852351	14.21578947	15.1	12.8	14.5	0.741411089
MF 035	Milw Corridor Study USGS	34093 - 34092	Meno Falls	FALSE	MF 035	11/10/2010 9:14	11/11/2010 8:01	10-Nov-10	Baseflow	Baseflow	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/10/2010	10	0010-11-10	0	0	0	0	0	0	Nov	0	0	0	0	0	MF	11/10/2010	11/11/2010 8:01	10327	USGSMF035	MF	11-Nov-10	Baseflow	120	90	BLD	BLD	76784	NA	2548	BLD	BLD	NA	NA	BLD	60	BLD	60	MF	Meno Falls	11-Nov-10	MF 035	MF 035		11/10/2010 9:14	11/11/2010 8:01	NA	Baseflow	Baseflow	Baseflow	Baseflow	11/10/2010 14:14	11/11/2010 13:01	11.49054545	14.3	10.4	10.5	1.406755622	7.243277098	7.538476	6.651881	7.250007	0.234328786	1053.781818	1060	1040	1060	8.60039659	2.718545455	3.5	2.2	2.7	0.281000677	7.602909091	8.6	6.3	7.5	0.533059181
MF 036	Milw Corridor Study USGS	34111 - 34110	Meno Falls	FALSE	MF 036	11/22/2010 7:38	11/23/2010 7:49	22-Nov-10	Event	Rainfall 	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/22/2010	10	0010-11-22	0.09	0	0	0	0.09	0.09	Nov	0	0	0	0	1	MF	11/22/2010	11/23/2010 7:49	10337	USGSMF036	MF	23-Nov-10	Rain	6200	6400	2025		2001947	0	97317	2677		NA	NA	2677	2677	2025	2025	MF	Meno Falls	23-Nov-10	MF 036	MF 036		11/22/2010 7:38	11/23/2010 7:49	NA	Event	Rainfall 	Rainfall 	Rain	11/22/2010 12:38	11/23/2010 12:49	10.96267123	12	10.3	10.9	0.509912453	11.51557556	22.10664	7.538476	10.98913	2.719559293	951.5205479	1060	624	966	75.54404911	8.622680412	95	4.3	6.2	8.643887677	6.667808219	7.7	4.5	6.8	0.77609782
MF 037	Milw Corridor Study USGS	34556 - 34555	Meno Falls	FALSE	MF 037	1/5/2011 10:48	1/6/2011 8:23	5-Jan-11	Baseflow	Baseflow	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/5/2011	0	0011-01-05	0	0	0	0	0	0	Jan	0	0	0	0	0	MF	1/5/2011	1/6/2011 8:23	10456	USGSMF037	MF	6-Jan-11	Baseflow	20	10	401	68	93561	0	3084	BLD	143	NA	NA	143	143	68	68	MF	Meno Falls	6-Jan-11	MF 037	MF 037		1/5/2011 10:48	1/6/2011 8:23	NA	Baseflow	Baseflow	Baseflow	Baseflow	1/5/2011 15:48	1/6/2011 13:23	13.83884615	14.6	13.5	13.6	0.41653866	25.62069981	31.99573	20.55363	24.31854	3.797376224	1281.846154	1290	1270	1280	8.128753046	2.203846154	3.3	2	2.2	0.113494065	0	0	0	0	0
MF 038	Milw Corridor Study USGS	34605 - 34604	Meno Falls	FALSE	MF 038	2/16/2011 14:24	2/20/2011 8:10	16-Feb-11	Event	Mix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/16/2011	1	0011-02-16	0	0	0	0	0	0	Feb	0	0	0	0	0	MF	2/16/2011	2/20/2011 8:10	10471	USGSMF038	MF	21-Feb-11	Baseflow	0	80	BLD	203	277861	NA	58469	BLD	870	NA	NA	870	870	203	203	MF	Meno Falls	21-Feb-11	MF 038	MF 038		2/16/2011 14:24	2/20/2011 8:10	NA	Event	Mix	Mix	Baseflow	2/16/2011 19:24	2/20/2011 13:10	13.94128015	14.5	13.5	14	0.24448045	136.95697	173.4643	110.0696	133.0632	16.7967123	1610.96475	2650	1020	1270	602.5126872	14.77797398	54	5.8	11	9.739004676	0.024675325	0.2	0	0	0.050656199
MF 039	Milw Corridor Study USGS	34595 - 34594	Meno Falls	FALSE	MF 039	2/28/2011 9:31	3/1/2011 12:46	28-Feb-11	Baseflow	Baseflow	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/28/2011	1	0011-02-28	0	0	0	0	0	0	Feb	0	0	0	0	0	MF	2/28/2011	3/1/2011 12:46	10479	USGSMF039	MF	1-Mar-11	Baseflow	91	60	BLD	BLD	201364	NA	5932	BLD	113	NA	NA	113	113	BLD	60	MF	Meno Falls	1-Mar-11	MF 039	MF 039		2/28/2011 9:31	3/1/2011 12:46	NA	Baseflow	Baseflow	Baseflow	Baseflow	2/28/2011 14:31	3/1/2011 17:46	14.57261538	15.2	14.2	14.4	0.28988225	37.04208186	73.46765	27.25311	33.92592	10.92988757	1524.307692	1570	1460	1540	32.8186765	3.150461538	3.9	2.4	3.2	0.30425192	0.098461538	0.6	0	0	0.171316893
MF 040	Milw Corridor Study USGS	34615 - 34614	Meno Falls	FALSE	MF 040	3/9/2011 5:29	3/10/2011 9:27	9-Mar-11	Event	Snowmelt	0	0	0	0	0	0	0	0	8.24	0	0	0	0	0	0	0	0	0	0	0	0	0	3/9/2011	2	0011-03-09	0	8.24	0	0	8.24	8.24	Mar	0	0	0	0	0	MF	3/9/2011	3/10/2011 9:27	10481	USGSMF040	MF	10-Mar-11	Rain	180	150	2931	840	422606	0	16633	1351	893	NA	NA	893	893	840	840	MF	Meno Falls	10-Mar-11	MF 040	MF 040		3/9/2011 5:29	3/10/2011 9:27	NA	Event	Snowmelt	Snowmelt	Rain	3/9/2011 10:29	3/10/2011 14:27	13.71127596	14.5	13.2	13.6	0.379760072	45.90744821	49.04692	40.24716	46.27426	2.355081775	2001.602374	2630	1580	2000	273.7674474	6.740949555	14	3.8	5.3	2.814669743	1.310089021	1.7	0.9	1.3	0.23870744
MF 041	Milw Corridor Study USGS	34627 - 34626	Meno Falls	TRUE	MF 041	3/14/2011 11:28	3/17/2011 7:38	14-Mar-11	Event	Snowmelt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3/14/2011	2	0011-03-14	0	0	0	0	0	0	Mar	0	0	0	0	0	MF	3/14/2011	3/17/2011 7:38	10491	USGSMF041	MF	17-Mar-11	Baseflow	210	90	BLD	113	554559	NA	41212	BLD	473	NA	NA	473	473	113	113	MF	Meno Falls	17-Mar-11	MF 041	MF 041		3/14/2011 11:28	3/17/2011 7:38	NA	Event	Snowmelt	Snowmelt	Baseflow	3/14/2011 16:28	3/17/2011 12:38	13.52012195	15.3	12.4	13.3	0.775870843	74.56145873	125.0632	51.20138	69.91233	21.14506866	1290.878049	1440	1030	1330	114.9123348	7.907570208	88	3.6	6.1	5.989876654	3.052317073	5.1	1.2	3	0.983915577
MF 042	Milw Corridor Study USGS	34637 - 34636	Meno Falls	TRUE	MF 041	3/17/2011 11:28	3/20/2011 6:45	17-Mar-11	Event	Snowmelt	0	0	0	0	0	0	0	0	0	5.71	0	0	0	0	0	0	0	0	0	0	0	0	3/17/2011	2	0011-03-17	0	5.71	0	0	5.71	5.71	Mar	0	0	0	0	0	MF	3/17/2011	3/20/2011 6:45	10526	USGSMF042	MF	21-Mar-11	Rain	150	20	BLD	BLD	77219	NA	5000	BLD	308	NA	NA	308	308	BLD	60	MF	Meno Falls	21-Mar-11	MF 042	MF 042		3/17/2011 11:28	3/20/2011 6:45	NA	Event	Snowmelt	Snowmelt	NA	3/17/2011 16:28	3/20/2011 11:45	13.00581683	13.9	12.4	12.9	0.399073681	170.9210839	186.8903	131.706	173.4643	10.85811738	763.1992574	1020	672	713	100.3837428	11.29183136	28	6.6	9.8	4.625353064	3.494678218	4.9	1.8	3.5	0.87989179
MF 043	Milw Corridor Study USGS	34639 - 34638	Meno Falls	TRUE	MF 043	3/20/2011 7:19	3/21/2011 7:45	20-Mar-11	Event	Rainfall 	0	0	0	0	0	0	0	0	0	16.7	0	0	0	0	0	0	0	0	0	0	0	0	3/20/2011	2	0011-03-20	0	16.7	0	0	16.7	16.7	Mar	0	0	0	0	0	MF	3/20/2011	3/21/2011 7:45	NA						NA				NA				NA	NA		NA		NA					MF 043	No bacteria sample	3/20/2011 7:19	3/21/2011 7:45	NA	Event	Rainfall 	Rainfall 	Rain	3/20/2011 12:19	3/21/2011 12:45	13.07932203	13.3	12.9	13.1	0.09590004	257.7120806	435.4688	163.8425	262.7336	50.15295889	660.2644068	734	528	648	35.3757948	37.36542373	250	6.6	26	30.77023295	2.798305085	3.4	2.2	2.8	0.318740893
MF 044	Milw Corridor Study USGS	34653 - 34652	Meno Falls	TRUE	MF 043	3/22/2011 19:07	3/24/2011 7:45	22-Mar-11	Event	Rainfall 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3/22/2011	2	0011-03-22	0	0	0	0	0	0	Mar	0	0	0	0	0	MF	3/22/2011	3/24/2011 7:45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MF 043	okay	3/22/2011 19:07	3/24/2011 7:45	NA	Event	Rainfall 	Rainfall 	NA	3/23/2011 0:07	3/24/2011 12:45	13.30702948	14	12.8	13.2	0.320681833	396.7855009	467.0872	357.519	396.6137	10.12403655	602.4965986	627	518	602	16.06989314	13.92613636	54	8.1	12	5.434251752	1.845124717	3.2	0.2	2	0.738967366
MF 045	Milw Corridor Study USGS	34665 - 34664	Meno Falls	FALSE	MF 045	3/29/2011 7:35	3/30/2011 9:02	29-Mar-11	Baseflow	Baseflow	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3/29/2011	2	0011-03-29	0	0	0	0	0	0	Mar	0	0	0	0	0	MF	3/29/2011	3/30/2011 9:02	10601	USGSMF045	MF	30-Mar-11	Baseflow	24	8	BLD	758	122475	NA	2293	BLD	420	NA	NA	420	420	758	758	MF	Meno Falls	30-Mar-11	MF 045	MF 045		3/29/2011 7:35	3/30/2011 9:02	NA	Baseflow	Baseflow	Baseflow	Baseflow	3/29/2011 12:35	3/30/2011 14:02	12.95732899	13.9	12.2	12.8	0.548351689	63.56493458	71.67478	57.26985	62.97875	2.948439252	937.1400651	951	918	944	11.47161561	5.746579805	7.1	5	5.6	0.558896873	3.857003257	5.2	1.9	4	1.040915326
