"Study.Sample.ID"	"Study.Name"	"LIDE.Sample.ID"	"Site.Name"	"Sample.Combining.needed."	"USGS_ID"	"SSdate"	"SEdate"	"Collection.Start.Date"	"Sample.Type"	"Event.Type"	"Adenovirus.C.D.F"	"Adenovirus.A"	"Adenovirus.B"	"Enterovirus"	"G1.Norovirus"	"G2.Norovirus"	"HAV"	"Rotavirus"	"Campylobacter"	"Salmonella"	"EHEC"	"Cryptosporidium"	"BVDV1"	"BVDV2"	"Rotavirus.a"	"Rotavirus.c"	"Bovine.Enterovirus"	"Coronavirus"	"Bovine.Adenovirus"	"Bovine.Polyomavirus"	"Mycobacterium.Avium"	"Mycobacterium.Avium.paratuber"	"pdate"	"nmonth"	"ddate"	"Human_virus"	"Bacteria"	"Protozoa"	"Bovine_virus"	"Human"	"All_pathogens"	"cmonth"	"Rotavirus.a_occur"	"Bovine.Polyomavirus_occur"	"Adenovirus.C.D.F_occur"	"Adenovirus.A_occur"	"Enterovirus_occur"	"Abb2"	"Ddate"	"SEpdate"	"FT."	"Site.Code"	"Abb."	"Sample.Date"	"Event"	"Enterococci.CFU.100ml"	"E..coli.CFU.100ml"	"BacHuman.CN.100ml"	"RERUN.BacHuman.CN.100ml"	"BacSp.CN.100ml"	"Ratio.Human.Sp"	"Entero.CN.100ml"	"Lachno.2.CN.100ml"	"RERUN.Lachno.2.CN.100ml"	"Ruminant.CN.100ml"	"Cow.CN.100ml"	"lachno"	"lachnocen"	"BacHuman"	"BacHumancen"	"Abb2.1"	"GLWI.Site.Name"	"Sample.Date.1"	"GLWI.Study.Sample.ID"	"USGS_ID.1"	"X"	"Sample.Start.date.2"	"Sample.End.date.2"	"X.1"	"USGS.Sample.Type.2"	"USGS.Event.Type"	"USGS.Event.Type.2"	"GLWI.Event"	"Ebpdate"	"Eepdate"	"DO_mean"	"DO_max"	"DO_min"	"DO_median"	"DO_sd"	"Q_mean"	"Q_max"	"Q_min"	"Q_median"	"Q_sd"	"SC_mean"	"SC_max"	"SC_min"	"SC_median"	"SC_sd"	"TURB_mean"	"TURB_max"	"TURB_min"	"TURB_median"	"TURB_sd"	"WTEMP_mean"	"WTEMP_max"	"WTEMP_min"	"WTEMP_median"	"WTEMP_sd"
"MF 025"	"Milw Corridor Study USGS"	"33958 - 33957"	"Meno Falls"	FALSE	"MF 025"	"7/13/2010 8:29"	"7/14/2010 5:57"	"13-Jul-10"	"Baseflow"	"Baseflow"	0	0	0	0	0	0	0	0	0	0.21	0	0	0	0	0	0	0	0	0	0	0	0	"7/13/2010"	6	"0010-07-13"	0	0.21	0	0	0.21	0.21	"Jul"	0	0	0	0	0	"MF"	"7/13/2010"	"7/14/2010 5:57"	9456	"USGSMF025"	"MF"	"16-Jul-10"	"Baseflow"	"170"	280	"BLD"	"BLD"	"1289"	NA	"2527"	"BLD"	"233"	NA	NA	"233"	233	"BLD"	60	"MF"	"Meno Falls"	"16-Jul-10"	"MF 025"	"MF 025"	""	"7/13/2010 8:29"	"7/14/2010 5:57"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2010-07-13 14:29:00	2010-07-14 11:57:00	7.67606177606178	8.5	7.1	7.6	0.398794613122780	8.7106684883721	9.838399	7.53847	8.789982	0.532938296314173	981.830115830116	987	974	981	2.30984168097784	11.3837837837838	21	8.6	12	1.72290980194190	24.0003861003861	25.5	22.2	24	1.05387796498331
"MF 026"	"Milw Corridor Study USGS"	"34570 - 34569"	"Meno Falls"	FALSE	"MF 026"	"7/15/2010 7:07"	"7/16/2010 7:19"	"15-Jul-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"7/15/2010"	6	"0010-07-15"	0	0	0	0	0	0	"Jul"	0	0	0	0	0	"MF"	"7/15/2010"	"7/16/2010 7:19"	9497	"USGSMF026"	"MF"	"16-Jul-10"	"CSO"	"9900"	5000	"BLD"	"203"	"2376"	NA	"78531"	"BLD"	"428"	NA	NA	"428"	428	"203"	203	"MF"	"Meno Falls"	"16-Jul-10"	"MF 026"	"MF 026"	""	"7/15/2010 7:07"	"7/16/2010 7:19"	NA	"Event"	"Rainfall "	"CSO"	"CSO"	2010-07-15 13:07:00	2010-07-16 13:19:00	8.06241379310345	8.3	7.9	8.1	0.102904368962899	351.290827931034	405.3587	267.1138	372.5461	46.6627375561559	361.151724137931	380	278	371	19.9274917591981	40.0206896551724	62	24	40	10.6087833072296	22.8886206896552	24.1	21.7	22.8	0.77569579944259
"MF 027"	"Milw Corridor Study USGS"	"33960 - 33959"	"Meno Falls"	TRUE	"MF 027"	"7/22/2010 16:27"	"7/23/2010 12:05"	"22-Jul-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0.1	0.08	0.11	0	0	0	0	0	0	0	0	0	0	0	"7/22/2010"	6	"0010-07-22"	0	0.29	0	0	0.29	0.29	"Jul"	0	0	0	0	0	"MF"	"7/22/2010"	"7/23/2010 12:05"	9573	"USGSMF027"	"MF"	"23-Jul-10"	"CSO"	"27000"	10600	"5352"	""	"9313"	1	"142137"	"6390"	""	NA	NA	"6390"	6390	"5352"	5352	"MF"	"Meno Falls"	"23-Jul-10"	"MF 027"	"MF 027"	""	"7/22/2010 16:27"	"7/23/2010 12:05"	NA	"Event"	"Rainfall "	"CSO"	"CSO"	2010-07-22 22:27:00	2010-07-23 18:05:00	8.20801687763713	8.3	8.2	8.2	0.0272129029473103	504.279480932203	1453.891	387.9998	438.562	197.745256591496	295.054852320675	349	103	325	64.026619428352	39.2918454935622	220	18	25	37.1352464384578	22.4793248945148	23.2	22.1	22.4	0.325007770331637
"MF 028"	"Milw Corridor Study USGS"	"33962 - 33961"	"Meno Falls"	TRUE	"MF 027"	"7/23/2010 13:05"	"7/26/2010 0:12"	"23-Jul-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	"7/23/2010"	6	"0010-07-23"	0	0.12	0	0	0.12	0.12	"Jul"	0	0	0	0	0	"MF"	"7/23/2010"	"7/26/2010 0:12"	9610	"USGSMF028"	"MF"	"26-Jul-10"	"CSO"	"190"	330	"BLD"	"BLD"	"BLD"	NA	"5814"	"BLD"	"420"	NA	NA	"420"	420	"BLD"	60	"MF"	"Meno Falls"	"26-Jul-10"	"MF 028"	"MF 027"	"Changed USGS to MF 028"	"7/23/2010 13:05"	"7/26/2010 0:12"	NA	"Event"	"Rainfall "	"CSO"	"CSO"	2010-07-23 19:05:00	2010-07-26 06:12:00	8.12443820224719	8.2	8	8.1	0.0703094954394037	477.742789859155	605.3875	371.1607	480.166	47.6881460115571	367.085674157303	439	305	367	39.1087015881447	11.0089887640449	21	6.2	9.35	3.93699008877162	23.3519662921348	24.4	22.6	23.2	0.531930178458874
"MF 031"	"Milw Corridor Study USGS"	"34063 - 34062"	"Meno Falls"	FALSE	"MF 031"	"9/1/2010 2:01"	"9/1/2010 14:08"	"1-Sep-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"9/1/2010"	8	"0010-09-01"	0	0	0	0	0	0	"Sep"	0	0	0	0	0	"MF"	"9/1/2010"	"9/1/2010 14:08"	9765	"USGSMF029"	"MF"	"2-Sep-10"	"Rain"	"8900"	11200	"BLD"	"585"	"27919"	NA	"120867"	"5578"	"5993"	NA	NA	"5993"	5993	"585"	585	"MF"	"Meno Falls"	"2-Sep-10"	"MF 031"	"MF 031"	"Changed GLWI to match USGS"	"9/1/2010 2:01"	"9/1/2010 14:08"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-09-01 08:01:00	2010-09-01 20:08:00	7.83862068965517	8.3	7.5	7.8	0.219907242723606	40.8138147959184	118.6552	16.82662	31.375775	23.2699950752851	547.613793103448	802	242	528	146.121200939442	29.6231884057971	110	13	22	21.8445746988689	23.5696551724138	24	23	23.6	0.327304678381506
"MF 032"	"Milw Corridor Study USGS"	"34127 - 34126"	"Meno Falls"	FALSE	"MF 032"	"9/13/2010 8:49"	"9/14/2010 7:52"	"13-Sep-10"	"Baseflow"	"Baseflow"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"9/13/2010"	8	"0010-09-13"	0	0	0	0	0	0	"Sep"	0	0	0	0	0	"MF"	"9/13/2010"	"9/14/2010 7:52"	10043	"USGSMF030"	"MF"	"14-Sep-10"	"Baseflow"	"330"	250	"BLD"	"120"	"127487"	NA	"10728"	"BLD"	"0"	NA	NA	"BLD"	60	"120"	120	"MF"	"Meno Falls"	"14-Sep-10"	"MF 032"	"MF 032"	"Changed GLWI to match USGS"	"9/13/2010 8:49"	"9/14/2010 7:52"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2010-09-13 14:49:00	2010-09-14 13:52:00	8.8942238267148	9.6	8.5	8.8	0.332593879755056	8.23025333695652	10.5937	6.651874	7.990322	1.05123585457807	963.552346570397	967	961	963	1.54461544241958	3.01444043321300	12	1.4	3.1	1.11917127444714	17.6472924187726	19.3	16.1	17.5	1.04224268592078
"MF 033"	"Milw Corridor Study USGS"	"34077 - 34076"	"Meno Falls"	FALSE	"MF 033"	"10/23/2010 16:59"	"10/24/2010 17:11"	"23-Oct-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"10/23/2010"	9	"0010-10-23"	0	0	0	0	0	0	"Oct"	0	0	0	0	0	"MF"	"10/23/2010"	"10/24/2010 17:11"	10150	"USGSMF033"	"MF"	"25-Oct-10"	"Rain"	"4000"	7500	"2402"	""	"877105"	0	"360998"	"2907"	""	NA	NA	"2907"	2907	"2402"	2402	"MF"	"Meno Falls"	"25-Oct-10"	"MF 033"	"MF 033"	""	"10/23/2010 16:59"	"10/24/2010 17:11"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-10-23 22:59:00	2010-10-24 23:11:00	9.40102739726027	9.8	8.9	9.4	0.226201957788371	34.6222904817814	68.18	2.899956	33.92592	14.4636109415528	655.955479452055	1060	202	580.5	247.768518098926	20.861301369863	140	3.6	13	23.1438035991496	12.8462328767123	14	10.9	13.1	1.05466702317581
"MF 034"	"Milw Corridor Study USGS"	"34085 - 34084"	"Meno Falls"	FALSE	"MF 034"	"10/26/2010 8:37"	"10/26/2010 22:50"	"26-Oct-10"	"Event"	"Rainfall "	0	0	0	48.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"10/26/2010"	9	"0010-10-26"	48.97	0	0	0	48.97	48.97	"Oct"	0	0	0	0	1	"MF"	"10/26/2010"	"10/26/2010 22:50"	10215	"USGSMF034"	"MF"	"26-Oct-10"	"Rain"	"4700"	2400	"BLD"	"1155"	"157140"	NA	"37222"	"BLD"	"915"	NA	NA	"915"	915	"1155"	1155	"MF"	"Meno Falls"	"26-Oct-10"	"MF 034"	"MF 034"	""	"10/26/2010 8:37"	"10/26/2010 22:50"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-10-26 14:37:00	2010-10-27 04:50:00	9.10643274853801	9.4	8.9	9	0.142724003022868	30.1385477777778	39.50407	26.08824	30.14969	2.48242518493717	723.245614035088	810	608	716	66.6385193417585	9.09649122807017	12	7.2	9	1.27260246261893	14.0514619883041	15.1	12.5	14.3	0.81337038268489
"MF 035"	"Milw Corridor Study USGS"	"34093 - 34092"	"Meno Falls"	FALSE	"MF 035"	"11/10/2010 9:14"	"11/11/2010 8:01"	"10-Nov-10"	"Baseflow"	"Baseflow"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"11/10/2010"	10	"0010-11-10"	0	0	0	0	0	0	"Nov"	0	0	0	0	0	"MF"	"11/10/2010"	"11/11/2010 8:01"	10327	"USGSMF035"	"MF"	"11-Nov-10"	"Baseflow"	"120"	90	"BLD"	"BLD"	"76784"	NA	"2548"	"BLD"	"BLD"	NA	NA	"BLD"	60	"BLD"	60	"MF"	"Meno Falls"	"11-Nov-10"	"MF 035"	"MF 035"	""	"11/10/2010 9:14"	"11/11/2010 8:01"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2010-11-10 15:14:00	2010-11-11 14:01:00	11.4385454545455	14.3	10.4	10.5	1.41079184963599	7.25261260869565	7.836458	6.651881	7.250007	0.248145596108058	1053.78181818182	1060	1040	1060	8.60039658967354	2.71890909090909	3.5	2.2	2.7	0.280261040513059	7.64036363636364	8.6	6.6	7.5	0.472383163001666
"MF 036"	"Milw Corridor Study USGS"	"34111 - 34110"	"Meno Falls"	FALSE	"MF 036"	"11/22/2010 7:38"	"11/23/2010 7:49"	"22-Nov-10"	"Event"	"Rainfall "	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"11/22/2010"	10	"0010-11-22"	0.09	0	0	0	0.09	0.09	"Nov"	0	0	0	0	1	"MF"	"11/22/2010"	"11/23/2010 7:49"	10337	"USGSMF036"	"MF"	"23-Nov-10"	"Rain"	"6200"	6400	"2025"	""	"2001947"	0	"97317"	"2677"	""	NA	NA	"2677"	2677	"2025"	2025	"MF"	"Meno Falls"	"23-Nov-10"	"MF 036"	"MF 036"	""	"11/22/2010 7:38"	"11/23/2010 7:49"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-11-22 13:38:00	2010-11-23 13:49:00	10.9767123287671	12	10.3	10.9	0.515937220919322	11.5922155436893	22.10664	7.836458	10.98913	2.63687527394524	947.993150684931	1060	624	966	72.4011824793168	8.57328767123288	95	4.3	6.2	8.64105354318586	6.60616438356164	7.7	4.3	6.8	0.886339443229295
"MF 037"	"Milw Corridor Study USGS"	"34556 - 34555"	"Meno Falls"	FALSE	"MF 037"	"1/5/2011 10:48"	"1/6/2011 8:23"	"5-Jan-11"	"Baseflow"	"Baseflow"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"1/5/2011"	0	"0011-01-05"	0	0	0	0	0	0	"Jan"	0	0	0	0	0	"MF"	"1/5/2011"	"1/6/2011 8:23"	10456	"USGSMF037"	"MF"	"6-Jan-11"	"Baseflow"	"20"	10	"401"	"68"	"93561"	0	"3084"	"BLD"	"143"	NA	NA	"143"	143	"68"	68	"MF"	"Meno Falls"	"6-Jan-11"	"MF 037"	"MF 037"	""	"1/5/2011 10:48"	"1/6/2011 8:23"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2011-01-05 16:48:00	2011-01-06 14:23:00	13.8061538461538	14.6	13.5	13.6	0.405608146513317	25.6695412149533	31.99573	21.57911	24.31854	3.74435768153060	1281.38461538462	1290	1270	1280	8.49745327770104	2.19692307692308	3.3	1.9	2.2	0.121088028567281	0	0	0	0	0
"MF 038"	"Milw Corridor Study USGS"	"34605 - 34604"	"Meno Falls"	FALSE	"MF 038"	"2/16/2011 14:24"	"2/20/2011 8:10"	"16-Feb-11"	"Event"	"Mix"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"2/16/2011"	1	"0011-02-16"	0	0	0	0	0	0	"Feb"	0	0	0	0	0	"MF"	"2/16/2011"	"2/20/2011 8:10"	10471	"USGSMF038"	"MF"	"21-Feb-11"	"Baseflow"	"0"	80	"BLD"	"203"	"277861"	NA	"58469"	"BLD"	"870"	NA	NA	"870"	870	"203"	203	"MF"	"Meno Falls"	"21-Feb-11"	"MF 038"	"MF 038"	""	"2/16/2011 14:24"	"2/20/2011 8:10"	NA	"Event"	"Mix"	"Mix"	"Baseflow"	2011-02-16 20:24:00	2011-02-20 14:10:00	13.9364564007421	14.4	13.5	14	0.238879431853616	137.119208348794	173.4643	111.269	133.0632	16.6190936204175	1599.77736549165	2650	1020	1250	604.050661793146	14.7381970260223	54	5.8	11	9.76722283740692	0.0246753246753247	0.2	0	0	0.0506561988004823
"MF 039"	"Milw Corridor Study USGS"	"34595 - 34594"	"Meno Falls"	FALSE	"MF 039"	"2/28/2011 9:31"	"3/1/2011 12:46"	"28-Feb-11"	"Baseflow"	"Baseflow"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"2/28/2011"	1	"0011-02-28"	0	0	0	0	0	0	"Feb"	0	0	0	0	0	"MF"	"2/28/2011"	"3/1/2011 12:46"	10479	"USGSMF039"	"MF"	"1-Mar-11"	"Baseflow"	"91"	60	"BLD"	"BLD"	"201364"	NA	"5932"	"BLD"	"113"	NA	NA	"113"	113	"BLD"	60	"MF"	"Meno Falls"	"1-Mar-11"	"MF 039"	"MF 039"	""	"2/28/2011 9:31"	"3/1/2011 12:46"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2011-02-28 15:31:00	2011-03-01 18:46:00	14.5923076923077	15.2	14.2	14.4	0.303634207878052	34.9346629577465	69.04243	27.25311	33.27302	7.14400338667545	1527.69230769231	1570	1460	1540	32.1919987935634	3.16246153846154	3.9	2.4	3.2	0.308831083566143	0.119692307692308	0.7	0	0	0.192562072970818
"MF 040"	"Milw Corridor Study USGS"	"34615 - 34614"	"Meno Falls"	FALSE	"MF 040"	"3/9/2011 5:29"	"3/10/2011 9:27"	"9-Mar-11"	"Event"	"Snowmelt"	0	0	0	0	0	0	0	0	8.24	0	0	0	0	0	0	0	0	0	0	0	0	0	"3/9/2011"	2	"0011-03-09"	0	8.24	0	0	8.24	8.24	"Mar"	0	0	0	0	0	"MF"	"3/9/2011"	"3/10/2011 9:27"	10481	"USGSMF040"	"MF"	"10-Mar-11"	"Rain"	"180"	150	"2931"	"840"	"422606"	0	"16633"	"1351"	"893"	NA	NA	"893"	893	"840"	840	"MF"	"Meno Falls"	"10-Mar-11"	"MF 040"	"MF 040"	""	"3/9/2011 5:29"	"3/10/2011 9:27"	NA	"Event"	"Snowmelt"	"Snowmelt"	"Rain"	2011-03-09 11:29:00	2011-03-10 15:27:00	13.7548961424332	14.6	13.3	13.6	0.394208147539172	45.9933503273810	49.04692	41.00076	46.27426	2.24874165884427	2008.96142433234	2630	1580	2000	265.979414810107	6.72166172106825	14	3.6	5.3	2.83243956636881	1.29169139465875	1.7	0.9	1.3	0.238152211637580
"MF 041"	"Milw Corridor Study USGS"	"34627 - 34626"	"Meno Falls"	TRUE	"MF 041"	"3/14/2011 11:28"	"3/17/2011 7:38"	"14-Mar-11"	"Event"	"Snowmelt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"3/14/2011"	2	"0011-03-14"	0	0	0	0	0	0	"Mar"	0	0	0	0	0	"MF"	"3/14/2011"	"3/17/2011 7:38"	10491	"USGSMF041"	"MF"	"17-Mar-11"	"Baseflow"	"210"	90	"BLD"	"113"	"554559"	NA	"41212"	"BLD"	"473"	NA	NA	"473"	473	"113"	113	"MF"	"Meno Falls"	"17-Mar-11"	"MF 041"	"MF 041"	""	"3/14/2011 11:28"	"3/17/2011 7:38"	NA	"Event"	"Snowmelt"	"Snowmelt"	"Baseflow"	2011-03-14 17:28:00	2011-03-17 13:38:00	13.4876829268293	15.3	12.4	13.3	0.746588167610392	75.6154341809291	125.0632	51.20138	70.78979	21.7674479354766	1285.39024390244	1440	1030	1330	117.931785926478	8.02087912087912	88	3.7	6.2	5.99363078477044	3.06280487804878	5.1	1.2	3	0.977210120701068
"MF 042"	"Milw Corridor Study USGS"	"34637 - 34636"	"Meno Falls"	TRUE	"MF 041"	"3/17/2011 11:28"	"3/20/2011 6:45"	"17-Mar-11"	"Event"	"Snowmelt"	0	0	0	0	0	0	0	0	0	5.71	0	0	0	0	0	0	0	0	0	0	0	0	"3/17/2011"	2	"0011-03-17"	0	5.71	0	0	5.71	5.71	"Mar"	0	0	0	0	0	"MF"	"3/17/2011"	"3/20/2011 6:45"	10526	"USGSMF042"	"MF"	"21-Mar-11"	"Rain"	"150"	20	"BLD"	"BLD"	"77219"	NA	"5000"	"BLD"	"308"	NA	NA	"308"	308	"BLD"	60	"MF"	"Meno Falls"	"21-Mar-11"	"MF 042"	"MF 042"	""	"3/17/2011 11:28"	"3/20/2011 6:45"	NA	"Event"	"Snowmelt"	"Snowmelt"	NA	2011-03-17 17:28:00	2011-03-20 12:45:00	12.9998762376238	13.9	12.4	12.9	0.39749835382475	171.417617202970	186.8903	135.8064	173.4643	9.87663508600702	758.37995049505	1000	672	708	96.067847998592	11.1696969696970	28	6.6	9.8	4.60037038635941	3.48935643564356	4.9	1.8	3.5	0.87923058719564
"MF 043"	"Milw Corridor Study USGS"	"34639 - 34638"	"Meno Falls"	TRUE	"MF 043"	"3/20/2011 7:19"	"3/21/2011 7:45"	"20-Mar-11"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0	16.7	0	0	0	0	0	0	0	0	0	0	0	0	"3/20/2011"	2	"0011-03-20"	0	16.7	0	0	16.7	16.7	"Mar"	0	0	0	0	0	"MF"	"3/20/2011"	"3/21/2011 7:45"	NA	""	""	""	""	""	NA	""	""	""	NA	""	""	""	NA	NA	""	NA	""	NA	""	""	""	""	"MF 043"	"No bacteria sample"	"3/20/2011 7:19"	"3/21/2011 7:45"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2011-03-20 13:19:00	2011-03-21 13:45:00	13.0911864406780	13.3	12.9	13.1	0.0910461635498829	263.657869047619	435.4688	163.8425	272.66115	47.5110604839755	658.427118644068	734	528	647	35.1151741068431	38.0376271186441	250	6.6	26	30.2847715677055	2.76135593220339	3.4	2.2	2.8	0.298860976183639
"MF 044"	"Milw Corridor Study USGS"	"34653 - 34652"	"Meno Falls"	TRUE	"MF 043"	"3/22/2011 19:07"	"3/24/2011 7:45"	"22-Mar-11"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"3/22/2011"	2	"0011-03-22"	0	0	0	0	0	0	"Mar"	0	0	0	0	0	"MF"	"3/22/2011"	"3/24/2011 7:45"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MF 043"	"okay"	"3/22/2011 19:07"	"3/24/2011 7:45"	NA	"Event"	"Rainfall "	"Rainfall "	NA	2011-03-23 01:07:00	2011-03-24 13:45:00	13.3394557823129	14.1	12.9	13.2	0.336875581928170	395.472240909091	414.2357	371.1607	396.6137	7.85740094301993	604.514739229025	627	554	602	12.4203054232512	13.2468181818182	30	8.1	12	3.89141791137168	1.76757369614512	3	0.2	2	0.75769732481632
"MF 045"	"Milw Corridor Study USGS"	"34665 - 34664"	"Meno Falls"	FALSE	"MF 045"	"3/29/2011 7:35"	"3/30/2011 9:02"	"29-Mar-11"	"Baseflow"	"Baseflow"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"3/29/2011"	2	"0011-03-29"	0	0	0	0	0	0	"Mar"	0	0	0	0	0	"MF"	"3/29/2011"	"3/30/2011 9:02"	10601	"USGSMF045"	"MF"	"30-Mar-11"	"Baseflow"	"24"	8	"BLD"	"758"	"122475"	NA	"2293"	"BLD"	"420"	NA	NA	"420"	420	"758"	758	"MF"	"Meno Falls"	"30-Mar-11"	"MF 045"	"MF 045"	""	"3/29/2011 7:35"	"3/30/2011 9:02"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2011-03-29 13:35:00	2011-03-30 15:02:00	12.9509803921569	13.9	12.2	12.8	0.542685205622152	63.1375963398693	69.91233	57.26985	62.97875	2.81874766541461	938.464052287582	952	920	944	11.1384880769286	5.7343137254902	7.1	5	5.5	0.565423693978801	3.90555555555556	5.2	1.9	4	0.975840210575272
