"Study.Sample.ID"	"Study.Name"	"LIDE.Sample.ID"	"Site.Name"	"Sample.Combining.needed."	"USGS_ID"	"SSdate"	"SEdate"	"Collection.Start.Date"	"Sample.Type"	"Event.Type"	"Adenovirus.C.D.F"	"Adenovirus.A"	"Adenovirus.B"	"Enterovirus"	"G1.Norovirus"	"G2.Norovirus"	"HAV"	"Rotavirus"	"Campylobacter"	"Salmonella"	"EHEC"	"Cryptosporidium"	"BVDV1"	"BVDV2"	"Rotavirus.a"	"Rotavirus.c"	"Bovine.Enterovirus"	"Coronavirus"	"Bovine.Adenovirus"	"Bovine.Polyomavirus"	"Mycobacterium.Avium"	"Mycobacterium.Avium.paratuber"	"pdate"	"nmonth"	"ddate"	"Human_virus"	"Bacteria"	"Protozoa"	"Bovine_virus"	"Human"	"All_pathogens"	"cmonth"	"Rotavirus.a_occur"	"Bovine.Polyomavirus_occur"	"Adenovirus.C.D.F_occur"	"Adenovirus.A_occur"	"Enterovirus_occur"	"Abb2"	"Ddate"	"SEpdate"	"FT."	"Site.Code"	"Abb."	"Sample.Date"	"Event"	"Enterococci.CFU.100ml"	"E..coli.CFU.100ml"	"BacHuman.CN.100ml"	"RERUN.BacHuman.CN.100ml"	"BacSp.CN.100ml"	"Ratio.Human.Sp"	"Entero.CN.100ml"	"Lachno.2.CN.100ml"	"RERUN.Lachno.2.CN.100ml"	"Ruminant.CN.100ml"	"Cow.CN.100ml"	"lachno"	"lachnocen"	"BacHuman"	"BacHumancen"	"Abb2.1"	"GLWI.Site.Name"	"Sample.Date.1"	"GLWI.Study.Sample.ID"	"USGS_ID.1"	"X"	"Sample.Start.date.2"	"Sample.End.date.2"	"X.1"	"USGS.Sample.Type.2"	"USGS.Event.Type"	"USGS.Event.Type.2"	"GLWI.Event"	"Ebpdate"	"Eepdate"	"DO_mean"	"DO_max"	"DO_min"	"DO_median"	"DO_sd"	"Q_mean"	"Q_max"	"Q_min"	"Q_median"	"Q_sd"	"SC_mean"	"SC_max"	"SC_min"	"SC_median"	"SC_sd"	"TURB_mean"	"TURB_max"	"TURB_min"	"TURB_median"	"TURB_sd"	"WTEMP_mean"	"WTEMP_max"	"WTEMP_min"	"WTEMP_median"	"WTEMP_sd"
"MW 025"	"Milw Corridor Study USGS"	"33714 - 33715"	"70th St."	FALSE	"MW 025"	"5/11/2010 4:39"	"5/12/2010 7:52"	"11-May-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"5/11/2010"	4	"0010-05-11"	0	0	0	0	0	0	"May"	0	0	0	0	0	"MW"	"5/11/2010"	"5/12/2010 7:52"	8948	"USGSMW025"	"MW"	"14-May-10"	"Rain"	"640"	580	"12858"	""	"613196"	0	"40386"	"17744"	""	NA	NA	"17744"	17744	"12858"	12858	"MW"	"70th St."	"14-May-10"	"MW 025"	"MW 025"	""	"5/11/2010 4:39"	"5/12/2010 7:52"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-05-11 10:39:00	2010-05-12 13:52:00	10.2577981651376	10.5	9.9	10.2	0.107931111278904	478.034832721713	852.7139	294.0593	430.3403	150.3121155651	728.446483180428	1080	509	732	129.437016133599	29.5993788819876	60	16	28	8.61992907065389	9.03608562691132	10.1	8.7	9	0.296886654966294
"MW 026"	"Milw Corridor Study USGS"	"33967 - 33966"	"70th St."	FALSE	"MW 026"	"5/12/2010 23:23"	"5/14/2010 6:34"	"12-May-10"	"Event"	"Rainfall "	0.05	0.05	0	0	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	"5/12/2010"	4	"0010-05-12"	0.1	0.45	0	0	0.55	0.55	"May"	0	0	1	1	0	"MW"	"5/12/2010"	"5/14/2010 6:34"	8952	"USGSMW026"	"MW"	"14-May-10"	"Rain"	"2400"	1400	"9514"	""	"449492"	0	"43775"	"5635"	""	NA	NA	"5635"	5635	"9514"	9514	"MW"	"70th St."	"14-May-10"	"MW 026"	"MW 026"	""	"5/12/2010 23:23"	"5/14/2010 6:34"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-05-13 05:23:00	2010-05-14 12:34:00	10.1080213903743	10.8	9.5	10.15	0.43151934283524	982.51817540107	1832.849	291.5435	992.2584	314.399518602394	629.200534759358	1020	385	608	112.346576466224	40.8686327077748	85	12	37	17.8188738739641	10.2080213903743	11.3	9	10.3	0.873586082176714
"MW 027"	"Milw Corridor Study USGS"	"33969 - 33968"	"70th St."	FALSE	"MW 027"	"5/18/2010 17:52"	"5/19/2010 7:46"	"18-May-10"	"Baseflow"	"Baseflow"	0	0	0	379.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"5/18/2010"	4	"0010-05-18"	379.87	0	0	0	379.87	379.87	"May"	0	0	0	0	1	"MW"	"5/18/2010"	"5/19/2010 7:46"	8970	"USGSMW027"	"MW"	"21-May-10"	"Baseflow"	"60"	30	"810"	"465"	"90064"	0	"3043"	"BLD"	"1013"	NA	NA	"1013"	1013	"465"	465	"MW"	"70th St."	"21-May-10"	"MW 027"	"MW 027"	""	"5/18/2010 17:52"	"5/19/2010 7:46"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2010-05-18 23:52:00	2010-05-19 13:46:00	9.24464285714286	10	9	9.1	0.268006374169311	110.562960714286	120.6532	101.0214	110.5625	5.43602684392591	1113.86904761905	1140	1090	1120	13.4443004970138	5.82559523809524	7.3	4.3	6	0.738747688026172	14.4023809523810	16.2	13.4	14.2	0.87095187661061
"MW 032"	"Milw Corridor Study USGS"	"33971 - 33970"	"70th St."	FALSE	"MW 032"	"6/2/2010 17:44"	"6/3/2010 10:57"	"2-Jun-10"	"Event"	"Rainfall "	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"6/2/2010"	5	"0010-06-02"	0.26	0	0	0	0.26	0.26	"Jun"	0	0	1	0	0	"MW"	"6/2/2010"	"6/3/2010 10:57"	9030	"USGSMW028"	"MW"	"4-Jun-10"	"Rain"	"33000"	7200	"4114"	""	"2200513"	0	"461813"	"4693"	""	NA	NA	"4693"	4693	"4114"	4114	"MW"	"70th St."	"4-Jun-10"	"MW 032"	"MW 032"	"MC030 to 034, and MW 028 to 032"	"6/2/2010 17:44"	"6/3/2010 10:57"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-06-02 23:44:00	2010-06-03 16:57:00	8.07536231884058	8.7	7.6	8.1	0.344755068720083	494.829664705882	2601.254	123.8719	191.4031	639.470082481262	639.95652173913	918	242	715	198.00079200459	88.6358974358974	280	26	56	63.5578780275968	17.5850241545894	19.5	17.1	17.5	0.495923062460038
"MW 033"	"Milw Corridor Study USGS"	"33973 - 33972"	"70th St."	FALSE	"MW 033"	"6/15/2010 15:16"	"6/16/2010 8:38"	"15-Jun-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	"6/15/2010"	5	"0010-06-15"	0	0.06	0	0	0.06	0.06	"Jun"	0	0	0	0	0	"MW"	"6/15/2010"	"6/16/2010 8:38"	9314	"USGSMW033"	"MW"	"18-Jun-10"	"CSO"	"20800"	18800	"48560"	"26798"	"178588"	0	"387985"	"15982"	"19448"	NA	NA	"19448"	19448	"26798"	26798	"MW"	"70th St."	"18-Jun-10"	"MW 033"	"MW 033"	""	"6/15/2010 15:16"	"6/16/2010 8:38"	NA	"Event"	"Rainfall "	"CSO"	"CSO"	2010-06-15 21:16:00	2010-06-16 14:38:00	7.98509615384615	8.9	7.8	7.9	0.279438689246743	1202.29382836538	4925.751	469.3091	626.42575	1214.74949720428	425.033653846154	584	129	486	111.361767705042	111.613526570048	240	51	85	52.5913482735619	18.5081730769231	19	18.2	18.5	0.233189456358281
"MW 036"	"Milw Corridor Study USGS"	"33976 - 33975"	"70th St."	FALSE	"MW 036"	"7/13/2010 8:53"	"7/13/2010 22:30"	"13-Jul-10"	"Baseflow"	"Baseflow"	5.16	0	0	0	0	0	0	0	0	0	0	0	0	0	16.64	0	0	0	0	0	0	0	"7/13/2010"	6	"0010-07-13"	5.16	0	0	16.64	5.16	21.8	"Jul"	1	0	1	0	0	"MW"	"7/13/2010"	"7/13/2010 22:30"	9455	"USGSMW036"	"MW"	"16-Jul-10"	"Baseflow"	"170"	160	"BLD"	"120"	"4229"	NA	"2674"	"BLD"	"113"	NA	NA	"113"	113	"120"	120	"MW"	"70th St."	"16-Jul-10"	"MW 036"	"MW 036"	""	"7/13/2010 8:53"	"7/13/2010 22:30"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2010-07-13 14:53:00	2010-07-14 04:30:00	9.02621951219512	10.6	6.8	9.55	1.31759507659774	49.4515243636364	51.73653	47.74961	49.71614	1.00003811299734	1180.79268292683	1190	1150	1180	6.06556772084431	4.58170731707317	6	4.1	4.5	0.394324163237562	24.2682926829268	24.8	22.6	24.5	0.561413214349952
"MW 037"	"Milw Corridor Study USGS"	"34566 - 34565"	"70th St."	FALSE	"MW 037"	"7/15/2010 7:31"	"7/16/2010 7:06"	"15-Jul-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"7/15/2010"	6	"0010-07-15"	0	0	0	0	0	0	"Jul"	0	0	0	0	0	"MW"	"7/15/2010"	"7/16/2010 7:06"	9494	"USGSMW037"	"MW"	"16-Jul-10"	"CSO"	"11000"	5000	"1838"	""	"10558"	0	"58324"	"1361"	""	NA	NA	"1361"	1361	"1838"	1838	"MW"	"70th St."	"16-Jul-10"	"MW 037"	"MW 037"	""	"7/15/2010 7:31"	"7/16/2010 7:06"	NA	"Event"	"Rainfall "	"CSO"	"CSO"	2010-07-15 13:31:00	2010-07-16 13:06:00	6.85159010600707	7.3	6.7	6.8	0.140752592814595	2373.53367137809	3247.193	1253.416	2585.703	662.663615400992	319.611307420495	435	260	296	57.6916861586718	55.0636042402827	90	27	52	21.6999897966831	22.8070671378092	23.2	22.2	22.9	0.333931373403574
"MW 038"	"Milw Corridor Study USGS"	"33978 - 33977"	"70th St."	TRUE	"MW 038"	"7/22/2010 10:46"	"7/23/2010 8:02"	"22-Jul-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"7/22/2010"	6	"0010-07-22"	0	0	0	0	0	0	"Jul"	0	0	0	0	0	"MW"	"7/22/2010"	"7/23/2010 8:02"	9576	"USGSMW038"	"MW"	"23-Jul-10"	"CSO"	"53000"	11800	"47907"	""	"59059"	1	"276895"	"172025"	""	NA	NA	"172025"	172025	"47907"	47907	"MW"	"70th St."	"23-Jul-10"	"MW 038"	"MW 038"	""	"7/22/2010 10:46"	"7/23/2010 8:02"	NA	"Event"	"Rainfall "	"CSO"	"CSO"	2010-07-22 16:46:00	2010-07-23 14:02:00	7.6803738317757	8.1	7.3	7.6	0.235700182249691	5763.30000627451	10732.27	344.3301	7234.909	3633.24419090537	431.971962616822	784	117	475	198.035896209806	85.196261682243	170	52	68	35.989107170778	22.9140186915888	23.6	22.2	22.9	0.461631356258748
"MW 039"	"Milw Corridor Study USGS"	"33980 - 33979"	"70th St."	TRUE	"MW 038"	"7/23/2010 8:55"	"7/25/2010 20:07"	"23-Jul-10"	"Event"	"Rainfall "	0.05	0	0	179.19	0	0	0	0	0	0	0	0	0	0	16.99	0	0	0	0	0	0	0	"7/23/2010"	6	"0010-07-23"	179.24	0	0	16.99	179.24	196.23	"Jul"	1	0	1	0	1	"MW"	"7/23/2010"	"7/25/2010 20:07"	9613	"USGSMW039"	"MW"	"26-Jul-10"	"CSO"	"190"	240	"1477"	""	"1017"	1	"4958"	"1399"	""	NA	NA	"1399"	1399	"1477"	1477	"MW"	"70th St."	"26-Jul-10"	"MW 039"	"MW 039"	"Changed USGS to MW 039"	"7/23/2010 8:55"	"7/25/2010 20:07"	NA	"Event"	"Rainfall "	"CSO"	"CSO"	2010-07-23 14:55:00	2010-07-26 02:07:00	7.0239099859353	7.3	6.8	7	0.143465804136312	1815.27118382560	5226.876	820.1431	1607.058	904.136024180685	467.689170182841	591	250	489	88.9408911692844	NA	-Inf	Inf	NA	NA	23.2476793248945	23.8	22.6	23.3	0.329005481537614
"MW 040"	"Milw Corridor Study USGS"	"33982 - 33981"	"70th St."	FALSE	"MW 040"	"8/4/2010 10:45"	"8/5/2010 7:58"	"4-Aug-10"	"Baseflow"	"Baseflow"	0	0	0	5.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"8/4/2010"	7	"0010-08-04"	5.55	0	0	0	5.55	5.55	"Aug"	0	0	0	0	1	"MW"	"8/4/2010"	"8/5/2010 7:58"	9829	"USGSMW040"	"MW"	"5-Aug-10"	"Baseflow"	"350"	350	"763"	""	"3700"	0	"3445"	"1157"	""	NA	NA	"1157"	1157	"763"	763	"MW"	"70th St."	"5-Aug-10"	"MW 040"	"MW 040"	""	"8/4/2010 10:45"	"8/5/2010 7:58"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2010-08-04 16:45:00	2010-08-05 13:58:00	8.28627450980392	9.2	7.7	8	0.555580000491484	72.2342469411765	75.06876	67.4507	72.46824	2.20928965988641	1217.52941176471	1240	1190	1220	14.3553783456896	4.67204724409449	7	3.3	4.7	0.831759731366938	23.2635294117647	24.1	22.1	23.5	0.66908923739372
"MW 042"	"Milw Corridor Study USGS"	"34121 - 34120"	"70th St."	FALSE	"MW 042"	"9/13/2010 9:22"	"9/14/2010 7:47"	"13-Sep-10"	"Baseflow"	"Baseflow"	0	0	0	1.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"9/13/2010"	8	"0010-09-13"	1.83	0	0	0	1.83	1.83	"Sep"	0	0	0	0	1	"MW"	"9/13/2010"	"9/14/2010 7:47"	10041	"USGSMW041"	"MW"	"14-Sep-10"	"Baseflow"	"230"	360	"36000"	""	"423655"	0	"21352"	"18005"	""	NA	NA	"18005"	18005	"36000"	36000	"MW"	"70th St."	"14-Sep-10"	"MW 042"	"MW 042"	"Changed GLWI to match USGS"	"9/13/2010 9:22"	"9/14/2010 7:47"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2010-09-13 15:22:00	2010-09-14 13:47:00	9.23791821561338	11	8.3	8.7	1.01241036861561	31.9571986666667	37.12643	27.07	31.26318	3.07097906875016	987.301115241636	1060	888	997	44.8737287129378	5.11086142322097	17	3.3	4.4	2.19196971011180	19.7323420074349	20.6	18.3	19.9	0.655256086817117
