"Study.Sample.ID"	"Study.Name"	"LIDE.Sample.ID"	"Site.Name"	"Sample.Combining.needed."	"USGS_ID"	"SSdate"	"SEdate"	"Collection.Start.Date"	"Sample.Type"	"Event.Type"	"Adenovirus.C.D.F"	"Adenovirus.A"	"Adenovirus.B"	"Enterovirus"	"G1.Norovirus"	"G2.Norovirus"	"HAV"	"Rotavirus"	"Campylobacter"	"Salmonella"	"EHEC"	"Cryptosporidium"	"BVDV1"	"BVDV2"	"Rotavirus.a"	"Rotavirus.c"	"Bovine.Enterovirus"	"Coronavirus"	"Bovine.Adenovirus"	"Bovine.Polyomavirus"	"Mycobacterium.Avium"	"Mycobacterium.Avium.paratuber"	"pdate"	"nmonth"	"ddate"	"Human_virus"	"Bacteria"	"Protozoa"	"Bovine_virus"	"Human"	"All_pathogens"	"cmonth"	"Rotavirus.a_occur"	"Bovine.Polyomavirus_occur"	"Adenovirus.C.D.F_occur"	"Adenovirus.A_occur"	"Enterovirus_occur"	"Abb2"	"Ddate"	"SEpdate"	"FT."	"Site.Code"	"Abb."	"Sample.Date"	"Event"	"Enterococci.CFU.100ml"	"E..coli.CFU.100ml"	"BacHuman.CN.100ml"	"RERUN.BacHuman.CN.100ml"	"BacSp.CN.100ml"	"Ratio.Human.Sp"	"Entero.CN.100ml"	"Lachno.2.CN.100ml"	"RERUN.Lachno.2.CN.100ml"	"Ruminant.CN.100ml"	"Cow.CN.100ml"	"lachno"	"lachnocen"	"BacHuman"	"BacHumancen"	"Abb2.1"	"GLWI.Site.Name"	"Sample.Date.1"	"GLWI.Study.Sample.ID"	"USGS_ID.1"	"X"	"Sample.Start.date.2"	"Sample.End.date.2"	"X.1"	"USGS.Sample.Type.2"	"USGS.Event.Type"	"USGS.Event.Type.2"	"GLWI.Event"	"Ebpdate"	"Eepdate"	"DO_mean"	"DO_max"	"DO_min"	"DO_median"	"DO_sd"	"Q_mean"	"Q_max"	"Q_min"	"Q_median"	"Q_sd"	"SC_mean"	"SC_max"	"SC_min"	"SC_median"	"SC_sd"	"TURB_mean"	"TURB_max"	"TURB_min"	"TURB_median"	"TURB_sd"	"WTEMP_mean"	"WTEMP_max"	"WTEMP_min"	"WTEMP_median"	"WTEMP_sd"
"HW 026"	"Milw Corridor Study USGS"	"33905 - 33904"	"Honey"	FALSE	"HW 026"	"5/18/2010 7:44"	"5/19/2010 6:13"	"19-May-10"	"Baseflow"	"Baseflow"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.46	0	0	0	0	0	0	0	"5/19/2010"	4	"0010-05-19"	0	0	0	100.46	0	100.46	"May"	1	0	0	0	0	"HW"	"5/19/2010"	"5/19/2010 6:13"	8974	"USGSHW026"	"HW"	"21-May-10"	"Baseflow"	"70"	170	"1482"	""	"BLD"	NA	"9388"	"825"	""	NA	NA	"825"	825	"1482"	1482	"HW"	"Honey"	"21-May-10"	"HW 026"	"HW 026"	""	"5/18/2010 7:44"	"5/19/2010 6:13"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2010-05-18 13:44:00	2010-05-19 12:13:00	9.99481481481481	12.2	8.7	9.4	1.20363875315929	6.96710783333333	7.623108	6.243196	6.90818	0.317115004709196	1929.14814814815	1970	1900	1925	21.0596668788612	1.11970260223048	1.7	0.7	1.1	0.245143699924363	13.6259259259259	17.7	10.7	13.1	2.37743302769691
"HW 027"	"Milw Corridor Study USGS"	"33907 - 33906"	"Honey"	FALSE	"HW 027"	"6/2/2010 17:36"	"6/3/2010 10:19"	"2-Jun-10"	"Event"	"Rainfall "	0	0	0	926.09	0	0	0	0	0	0	0	0	0	0	260.73	0	0	0	0	0	0	0	"6/2/2010"	5	"0010-06-02"	926.09	0	0	260.73	926.09	1186.82	"Jun"	1	0	0	0	1	"HW"	"6/2/2010"	"6/3/2010 10:19"	9029	"USGSHW027"	"HW"	"4-Jun-10"	"Rain"	"23000"	6500	"1310"	""	"1686507"	0	"426242"	"2534"	""	NA	NA	"2534"	2534	"1310"	1310	"HW"	"Honey"	"4-Jun-10"	"HW 027"	"HW 027"	"These are all lined up properly, but"	"6/2/2010 17:36"	"6/3/2010 10:19"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-06-02 23:36:00	2010-06-03 16:19:00	8.944	9.5	8.7	8.9	0.214462047573099	169.76145425	1319.552	12.31476	27.35868	334.362125434746	697.64	1150	89	786.5	379.699021773402	65.875	280	6.9	52.5	57.947048042885	16.4255	17.7	15.8	16.5	0.361459562157895
"HW 028"	"Milw Corridor Study USGS"	"33909 - 33908"	"Honey"	FALSE	"HW 028"	"6/15/2010 15:11"	"6/16/2010 5:45"	"15-Jun-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	10.45	0	0	0	0	0	204.22	0	0	0	0	0	0	0	"6/15/2010"	5	"0010-06-15"	0	10.45	0	204.22	10.45	214.67	"Jun"	1	0	0	0	0	"HW"	"6/15/2010"	"6/16/2010 5:45"	9313	"USGSHW028"	"HW"	"18-Jun-10"	"CSO"	"TNTC"	24500	"6461"	""	"221617"	0	"335050"	"3737"	""	NA	NA	"3737"	3737	"6461"	6461	"HW"	"Honey"	"18-Jun-10"	"HW 028"	"HW 028"	""	"6/15/2010 15:11"	"6/16/2010 5:45"	NA	"Event"	"Rainfall "	"CSO"	"CSO"	2010-06-15 21:11:00	2010-06-16 11:45:00	8.836	9.1	8.7	8.8	0.099516070440216	244.263026057143	1748.613	24.84973	46.15784	449.807676551267	602.36	947	71	714	301.110323845658	75.735632183908	240	10	45	66.6867337415208	18.1937142857143	19	17.4	18.2	0.522829864605572
"HW 030"	"Milw Corridor Study USGS"	"33912 - 33911"	"Honey"	FALSE	"HW 030"	"7/13/2010 8:51"	"7/14/2010 8:15"	"13-Jul-10"	"Baseflow"	"Baseflow"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"7/13/2010"	6	"0010-07-13"	0	0	0	0	0	0	"Jul"	0	0	0	0	0	"HW"	"7/13/2010"	"7/14/2010 8:15"	9453	"USGSHW030"	"HW"	"16-Jul-10"	"Baseflow"	"690"	400	"BLD"	"90"	"5644"	NA	"5662"	"525"	"368"	NA	NA	"368"	368	"90"	90	"HW"	"Honey"	"16-Jul-10"	"HW 030"	"HW 030"	""	"7/13/2010 8:51"	"7/14/2010 8:15"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2010-07-13 14:51:00	2010-07-14 14:15:00	7.50427046263345	8.7	6.6	7.3	0.724802622011281	1.75480304255319	2.151541	1.569813	1.653586	0.170582132754184	1821.85053380783	1850	1780	1830	20.8256128721281	1.39893238434164	6.1	1	1.3	0.48898466129647	21.3932384341637	23.1	19.3	21.6	1.25780016727748
"HW 031"	"Milw Corridor Study USGS"	"34568 - 34567"	"Honey"	FALSE	"HW 031"	"7/15/2010 7:14"	"7/15/2010 15:23"	"15-Jul-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	1.04	0	0	0	0	0	0	0	0	0	0	0	0	0	"7/15/2010"	6	"0010-07-15"	0	1.04	0	0	1.04	1.04	"Jul"	0	0	0	0	0	"HW"	"7/15/2010"	"7/15/2010 15:23"	9496	"USGSHW031"	"HW"	"16-Jul-10"	"CSO"	"27000"	9800	"7883"	"2378"	"22725"	0	"145109"	"BLD"	"8385"	NA	NA	"8385"	8385	"2378"	2378	"HW"	"Honey"	"16-Jul-10"	"HW 031"	"HW 031"	""	"7/15/2010 7:14"	"7/15/2010 15:23"	NA	"Event"	"Rainfall "	"CSO"	"CSO"	2010-07-15 13:14:00	2010-07-15 21:23:00	8.23469387755102	8.3	8.1	8.3	0.0874637371883572	217.024837755102	247.2369	181.1775	220.408	24.5463393967432	687.877551020408	835	465	712.5	110.293073994971	28.0510204081633	68	15	27	10.5833680537154	22.7857142857143	23.8	22	22.5	0.716664668741721
"HW 032"	"Milw Corridor Study USGS"	"33914 - 33913"	"Honey"	FALSE	"HW 032"	"7/22/2010 10:15"	"7/22/2010 17:39"	"22-Jul-10"	"Event"	"Rainfall "	0	0	0	1457.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"7/22/2010"	6	"0010-07-22"	1457.13	0	0	0	1457.13	1457.13	"Jul"	0	0	0	0	1	"HW"	"7/22/2010"	"7/22/2010 17:39"	9574	"USGSHW032"	"HW"	"23-Jul-10"	"CSO"	"43000"	25000	"12373"	"4163"	"138238"	0	"485815"	"3112"	"10350"	NA	NA	"10350"	10350	"4163"	4163	"HW"	"Honey"	"23-Jul-10"	"HW 032"	"HW 032"	""	"7/22/2010 10:15"	"7/22/2010 17:39"	NA	"Event"	"Rainfall "	"CSO"	"CSO"	2010-07-22 16:15:00	2010-07-22 23:39:00	8.28651685393258	8.6	8	8.3	0.173984724535828	265.658331011236	1090.845	52.70621	156.0359	256.182602717447	244.415730337079	527	86	215	116.825122705689	126.123595505618	270	54	130	51.8557483937016	22.361797752809	23.7	21.7	22.4	0.31855698005278
"HW 033"	"Milw Corridor Study USGS"	"33916 - 33915"	"Honey"	FALSE	"HW 033"	"7/23/2010 9:55"	"7/26/2010 4:27"	"23-Jul-10"	"Event"	"Rainfall "	0	0	0	343.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"7/23/2010"	6	"0010-07-23"	343.12	0	0	0	343.12	343.12	"Jul"	0	0	0	0	1	"HW"	"7/23/2010"	"7/26/2010 4:27"	9611	"USGSHW033"	"HW"	"26-Jul-10"	"CSO"	"6000"	3400	"5793"	""	"8295"	1	"51784"	"5560"	""	NA	NA	"5560"	5560	"5793"	5793	"HW"	"Honey"	"26-Jul-10"	"HW 033"	"HW 033"	""	"7/23/2010 9:55"	"7/26/2010 4:27"	NA	"Event"	"Rainfall "	"CSO"	"CSO"	2010-07-23 15:55:00	2010-07-26 10:27:00	8.27697121401752	8.6	8.1	8.3	0.131485966250033	116.932782415519	596.1523	28.4018	67.34736	122.083514201603	993.568210262829	1470	232	1020	329.038905821997	19.1726474278545	260	1.8	8	27.1308277372985	22.0454317897372	23.6	19.4	22.2	1.1125851188369
"HW 034"	"Milw Corridor Study USGS"	"33918 - 33917"	"Honey"	FALSE	"HW 034"	"8/4/2010 10:39"	"8/5/2010 8:50"	"4-Aug-10"	"Baseflow"	"Baseflow"	0	0	0	0	0	0	0	0	55.03	0	0	0	0	0	85.12	0	0	0	0	0	0	0	"8/4/2010"	7	"0010-08-04"	0	55.03	0	85.12	55.03	140.15	"Aug"	1	0	0	0	0	"HW"	"8/4/2010"	"8/5/2010 8:50"	9827	"USGSHW034"	"HW"	"5-Aug-10"	"Baseflow"	"580"	920	"5492"	"1688"	"4139"	1	"19789"	"2376"	"2648"	NA	NA	"2648"	2648	"1688"	1688	"HW"	"Honey"	"5-Aug-10"	"HW 034"	"HW 034"	""	"8/4/2010 10:39"	"8/5/2010 8:50"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2010-08-04 16:39:00	2010-08-05 14:50:00	8.36076923076923	9.4	7.7	8.1	0.616440918498607	6.59221017977528	11.05797	4.038733	5.625916	2.38169722244125	1332.84615384615	1610	1080	1315	188.309835113820	1.63076923076923	3	1.3	1.5	0.273923629930233	21.0780769230769	22.4	19.7	21.3	0.938957440537682
"HW 036"	"Milw Corridor Study USGS"	"34001 - 34000"	"Honey"	FALSE	"HW 036"	"8/20/2010 18:43"	"8/21/2010 8:55"	"20-Aug-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"8/20/2010"	7	"0010-08-20"	0	0	0	0	0	0	"Aug"	0	0	0	0	0	"HW"	"8/20/2010"	"8/21/2010 8:55"	9889	"USGSHW035"	"HW"	"23-Aug-10"	"Rain"	"11000"	20500	"8525"	""	"435646"	0	"381479"	"25580"	""	NA	NA	"25580"	25580	"8525"	8525	"HW"	"Honey"	"23-Aug-10"	"HW 036"	"HW 036"	"Changed GLWI to match USGS"	"8/20/2010 18:43"	"8/21/2010 8:55"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-08-21 00:43:00	2010-08-21 14:55:00	7.72163742690058	8.1	6.6	7.8	0.320935594789285	74.9339853216374	341.642	20.24771	45.46131	73.7925015745629	372.953216374269	622	120	404	157.277567035274	105.135802469136	300	30	88	59.210804177444	22.7327485380117	23.6	22	22.8	0.445741999942294
"HW 037"	"Milw Corridor Study USGS"	"34071 - 34070"	"Honey"	FALSE	"HW 037"	"10/13/2010 12:41"	"10/14/2010 10:56"	"13-Oct-10"	"Baseflow"	"Baseflow"	0	0	0	2.73	0	0	0	0	7.53	0	0	0	0	0	0	0	0	0	0	0	0	0	"10/13/2010"	9	"0010-10-13"	2.73	7.53	0	0	10.26	10.26	"Oct"	0	0	0	0	1	"HW"	"10/13/2010"	"10/14/2010 10:56"	10124	"USGSHW036"	"HW"	"14-Oct-10"	"Baseflow"	"20"	150	"BLD"	"*"	"76760"	NA	"8342"	"346"	"255"	NA	NA	"255"	255	"BLD"	60	"HW"	"Honey"	"14-Oct-10"	"HW 037"	"HW 037"	"Changed GLWI to match USGS"	"10/13/2010 12:41"	"10/14/2010 10:56"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2010-10-13 18:41:00	2010-10-14 16:56:00	8.17576923076923	10.2	7.2	7.8	0.993448317950944	1.05260454606742	1.121065	0.93	1.054981	0.0433661059340101	1557.38461538462	1570	1540	1560	6.92528757234008	1.12038461538462	2.2	0.9	1.1	0.161100960436366	13.3165384615385	15.1	11.8	13.35	1.05541238736112
"HW 038"	"Milw Corridor Study USGS"	"34097 - 34096"	"Honey"	FALSE	"HW 038"	"11/10/2010 9:37"	"11/11/2010 7:47"	"10-Nov-10"	"Baseflow"	"Baseflow"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"11/10/2010"	10	"0010-11-10"	0	0	0	0	0	0	"Nov"	0	0	0	0	0	"HW"	"11/10/2010"	"11/11/2010 7:47"	10329	"USGSHW038"	"HW"	"11-Nov-10"	"Baseflow"	"240"	210	"363"	"*"	"154729"	0	"5039"	"0"	"BLD"	NA	NA	"BLD"	60	"363"	363	"HW"	"Honey"	"11-Nov-10"	"HW 038"	"HW 038"	""	"11/10/2010 9:37"	"11/11/2010 7:47"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2010-11-10 15:37:00	2010-11-11 13:47:00	9.59172932330827	11	8.6	9.3	0.904791864967012	1.07205888764045	1.121065	1.054981	1.054981	0.029093493174997	1370.75187969925	1420	1340	1370	24.0949085720388	1.09022556390977	2	0.9	1.1	0.124303136258274	9.2406015037594	9.6	8.5	9.3	0.207241575920912
"HW 039"	"Milw Corridor Study USGS"	"34115 - 34114"	"Honey"	FALSE	"HW 039"	"11/22/2010 7:32"	"11/23/2010 6:15"	"22-Nov-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"11/22/2010"	10	"0010-11-22"	0	0	0	0	0	0	"Nov"	0	0	0	0	0	"HW"	"11/22/2010"	"11/23/2010 6:15"	10339	"USGSHW039"	"HW"	"23-Nov-10"	"Rain"	"26800"	18600	"27202"	""	"17568593"	0	"735921"	"29592"	""	NA	NA	"29592"	29592	"27202"	27202	"HW"	"Honey"	"23-Nov-10"	"HW 039"	"HW 039"	""	"11/22/2010 7:32"	"11/23/2010 6:15"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-11-22 13:32:00	2010-11-23 12:15:00	9.64175824175824	10.3	8.4	9.6	0.353157792823819	37.2637754190476	132.903	1.870178	25.588385	30.5490363621044	349.285714285714	1460	147	272	262.706569382341	60.3184501845018	380	3.5	43	47.9815276086876	10.6120879120879	12.3	7.6	10.8	1.18834739098246
"HW 040"	"Milw Corridor Study USGS"	"34131 - 34130"	"Honey"	FALSE	"HW 040"	"11/29/2010 20:46"	"11/30/2010 18:10"	"29-Nov-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"11/29/2010"	10	"0010-11-29"	0	0	0	0	0	0	"Nov"	0	0	0	0	0	"HW"	"11/29/2010"	"11/30/2010 18:10"	10341	"USGSHW040"	"HW"	"1-Dec-10"	"Rain"	"9000"	10400	"47981"	""	"7832827"	0	"331233"	"44008"	""	NA	NA	"44008"	44008	"47981"	47981	"HW"	"Honey"	"1-Dec-10"	"HW 040"	"HW 040"	""	"11/29/2010 20:46"	"11/30/2010 18:10"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-11-30 02:46:00	2010-12-01 00:10:00	10.725	11	10.3	10.7	0.201117396490992	21.7378834207650	45.46131	3.590853	22.48016	11.0664412549243	468.178571428571	1340	241	428	206.690686046443	15.4115079365079	43	4.8	9.65	10.0689172273592	7.32301587301587	8.5	5.5	7.75	0.846522080759373
"HW 041"	"Milw Corridor Study USGS"	"34325 - 34324"	"Honey"	FALSE	"HW 041"	"12/11/2010 16:26"	"12/12/2010 18:19"	"11-Dec-10"	"Event"	"Mix"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"12/11/2010"	11	"0010-12-11"	0	0	0	0	0	0	"Dec"	0	0	0	0	0	"HW"	"12/11/2010"	"12/12/2010 18:19"	10359	"USGSHW041"	"HW"	"13-Dec-10"	"Rain"	"2700"	3500	"19862"	""	"4901986"	0	"327318"	"31290"	""	NA	NA	"31290"	31290	"19862"	19862	"HW"	"Honey"	"13-Dec-10"	"HW 041"	"HW 041"	""	"12/11/2010 16:26"	"12/12/2010 18:19"	NA	"Event"	"Mix"	"Mix"	"Rain"	2010-12-11 22:26:00	2010-12-13 00:19:00	12.8748387096774	13.4	11.7	12.8	0.300720504451696	74.6919887947883	202.46	10.75602	41.41106	66.6017837518093	3303.42258064516	7120	681	2890	2122.06782102479	88.3094462540717	330	29	66	67.8496415961429	2.22419354838710	3.4	1.1	2.2	0.388543660365244
"HW 042"	"Milw Corridor Study USGS"	"34331 - 34330"	"Honey"	FALSE	"HW 042"	"12/19/2010 12:44"	"12/20/2010 9:07"	"19-Dec-10"	"Baseflow"	"Baseflow"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"12/19/2010"	11	"0010-12-19"	0	0	0	0	0	0	"Dec"	0	0	0	0	0	"HW"	"12/19/2010"	"12/20/2010 9:07"	10364	"USGSHW042"	"HW"	"20-Dec-10"	"Baseflow"	"190"	280	"28381"	""	"641767"	0	"53372"	"16043"	""	NA	NA	"16043"	16043	"28381"	28381	"HW"	"Honey"	"20-Dec-10"	"HW 042"	"HW 042"	""	"12/19/2010 12:44"	"12/20/2010 9:07"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2010-12-19 18:44:00	2010-12-20 15:07:00	12.9208163265306	13.4	12.3	13	0.357036049602780	1.78169629268293	2.007288	1.653586	1.74	0.116507160453131	2561.51020408163	2640	2510	2560	37.5118136850484	2.02571428571429	2.4	1.8	2	0.0929480729348118	0	0	0	0	0
"HW 043"	"Milw Corridor Study USGS"	"34558 - 34557"	"Honey"	FALSE	"HW 043"	"1/5/2011 10:01"	"1/6/2011 8:20"	"5-Jan-11"	"Baseflow"	"Baseflow"	0	0	0	0	0	0	0	0	0.61	0	0	0	0	0	0	0	0	0	0	0	0	0	"1/5/2011"	0	"0011-01-05"	0	0.61	0	0	0.61	0.61	"Jan"	0	0	0	0	0	"HW"	"1/5/2011"	"1/6/2011 8:20"	10454	"USGSHW043"	"HW"	"6-Jan-11"	"Baseflow"	"210"	130	"12584"	""	"387152"	0	"105559"	"10058"	""	NA	NA	"10058"	10058	"12584"	12584	"HW"	"Honey"	"6-Jan-11"	"HW 043"	"HW 043"	""	"1/5/2011 10:01"	"1/6/2011 8:20"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2011-01-05 16:01:00	2011-01-06 14:20:00	13.6332089552239	14.5	12.8	13.7	0.579921343944978	1.68886621348315	2.303178	1.569817	1.653586	0.179378174684955	4188.47014925373	4860	3790	4100	367.078111482509	5.92014925373134	9	4.6	5.6	1.07276672303878	0	0	0	0	0
"HW 044"	"Milw Corridor Study USGS"	"34607 - 34606"	"Honey"	FALSE	"HW 044"	"2/16/2011 14:05"	"2/19/2011 21:22"	"16-Feb-11"	"Event"	"Mix"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"2/16/2011"	1	"0011-02-16"	0	0	0	0	0	0	"Feb"	0	0	0	0	0	"HW"	"2/16/2011"	"2/19/2011 21:22"	10469	"USGSHW044"	"HW"	"21-Feb-11"	"Baseflow"	"0"	100	"BLD"	"390"	"200292"	NA	"60030"	"12255"	"6983"	NA	NA	"6983"	6983	"390"	390	"HW"	"Honey"	"21-Feb-11"	"HW 044"	"HW 044"	""	"2/16/2011 14:05"	"2/19/2011 21:22"	NA	"Event"	"Mix"	"Mix"	"Baseflow"	2011-02-16 20:05:00	2011-02-20 03:22:00	13.4304942166141	14.5	12.6	13.4	0.352965881336383	43.3063268848758	132.903	10.75602	33.38006	32.2285058031436	3782.00841219769	6120	1990	3710	1057.17830191242	77.1339001062699	370	13	40	71.4577626218588	1.95783385909569	4.3	0.4	1.8	0.775967401478708
"HW 045"	"Milw Corridor Study USGS"	"34591 - 34590"	"Honey"	FALSE	"HW 045"	"2/28/2011 11:03"	"3/1/2011 14:43"	"28-Feb-11"	"Baseflow"	"Baseflow"	0.02	0	0	0.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"2/28/2011"	1	"0011-02-28"	0.64	0	0	0	0.64	0.64	"Feb"	0	0	1	0	1	"HW"	"2/28/2011"	"3/1/2011 14:43"	10477	"USGSHW045"	"HW"	"1-Mar-11"	"Baseflow"	"182"	108	"199107"	""	"2813767"	0	"26091"	"160716"	""	NA	NA	"160716"	160716	"199107"	199107	"HW"	"Honey"	"1-Mar-11"	"HW 045"	"HW 045"	""	"2/28/2011 11:03"	"3/1/2011 14:43"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2011-02-28 17:03:00	2011-03-01 20:43:00	13.7841463414634	16.1	12.6	12.9	1.20447377190361	6.24765458181818	11.67652	2.988131	5.054178	3.04710517263485	6630.24390243902	8180	5970	6370	609.605027008088	23.8515243902439	57	7.3	19	13.9254194384812	2.29024390243902	5.8	0.6	1.8	1.45474945086586
"HW 046"	"Milw Corridor Study USGS"	"34619 - 34618"	"Honey"	FALSE	"HW 046"	"3/9/2011 4:57"	"3/10/2011 8:31"	"9-Mar-11"	"Event"	"Snowmelt"	0	0	0	5.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"3/9/2011"	2	"0011-03-09"	5.89	0	0	0	5.89	5.89	"Mar"	0	0	0	0	1	"HW"	"3/9/2011"	"3/10/2011 8:31"	10480	"USGSHW046"	"HW"	"10-Mar-11"	"Rain"	"1010"	880	"27486"	""	"918152"	0	"73483"	"36580"	""	NA	NA	"36580"	36580	"27486"	27486	"HW"	"Honey"	"10-Mar-11"	"HW 046"	"HW 046"	""	"3/9/2011 4:57"	"3/10/2011 8:31"	NA	"Event"	"Snowmelt"	"Snowmelt"	"Rain"	2011-03-09 10:57:00	2011-03-10 14:31:00	13.2117824773414	13.6	12.9	13.2	0.111790501281972	37.1667373413897	76.39618	17.74651	31.10968	17.2901182738976	4412.14501510574	7100	3160	3990	1109.01345326058	95.2133757961783	220	26	83	43.6115112094656	2.23534743202417	2.6	1.5	2.3	0.222359489479463
"HW 047"	"Milw Corridor Study USGS"	"34631 - 34630"	"Honey"	TRUE	"HW 047"	"3/14/2011 15:47"	"3/17/2011 8:02"	"14-Mar-11"	"Event"	"Snowmelt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"3/14/2011"	2	"0011-03-14"	0	0	0	0	0	0	"Mar"	0	0	0	0	0	"HW"	"3/14/2011"	"3/17/2011 8:02"	10489	"USGSHW047"	"HW"	"17-Mar-11"	"Baseflow"	"380"	340	"12480"	"3788"	"386563"	0	"36685"	"6182"	"4943"	NA	NA	"4943"	4943	"3788"	3788	"HW"	"Honey"	"17-Mar-11"	"HW 047"	"HW 047"	""	"3/14/2011 15:47"	"3/17/2011 8:02"	NA	"Event"	"Snowmelt"	"Snowmelt"	"Baseflow"	2011-03-14 21:47:00	2011-03-17 14:02:00	13.0638491547464	16.8	11.8	12.6	1.24291481930558	20.1290295450382	34.55029	9.879252	20.24774	6.17699551881768	2328.8166449935	3080	1610	2280	404.06596116548	17.3814621409922	100	3.5	13	14.1313768883754	4.66020806241873	7.7	2.4	4.8	1.35404600426044
"HW 048"	"Milw Corridor Study USGS"	"34645 - 34644"	"Honey"	TRUE	"HW 047"	"3/17/2011 13:20"	"3/19/2011 7:47"	"17-Mar-11"	"Event"	"Snowmelt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"3/17/2011"	2	"0011-03-17"	0	0	0	0	0	0	"Mar"	0	0	0	0	0	"HW"	"3/17/2011"	"3/19/2011 7:47"	10524	"USGSHW048"	"HW"	"21-Mar-11"	"Rain"	"530"	70	"5285"	""	"416896"	0	"54152"	"8458"	""	NA	NA	"8458"	8458	"5285"	5285	"HW"	"Honey"	"21-Mar-11"	"HW 048"	"HW 048"	"Changed USGS to HW 048"	"3/17/2011 13:20"	"3/19/2011 7:47"	NA	"Event"	"Snowmelt"	"Snowmelt"	"Rain"	2011-03-17 19:20:00	2011-03-19 13:47:00	12.6433333333333	15.3	11.6	12.2	1.07282226379406	25.6636673653846	49.0058	9.879252	20.68336	12.0767103302279	2021.66666666667	2580	1420	2145	349.141758109880	16.4584022038567	83	5.1	8.7	17.8873764766944	5.72274509803922	7.4	3.7	5.6	1.12516853735401
"HW 049"	"Milw Corridor Study USGS"	"34657 - 34656"	"Honey"	FALSE	"HW 049"	"3/22/2011 13:45"	"3/23/2011 19:58"	"22-Mar-11"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"3/22/2011"	2	"0011-03-22"	0	0	0	0	0	0	"Mar"	0	0	0	0	0	"HW"	"3/22/2011"	"3/23/2011 19:58"	10594	"USGSHW049"	"HW"	"24-Mar-11"	"Rain"	"180"	730	"3533"	""	"297429"	NA	"51945"	"8295"	""	NA	NA	"8295"	8295	"3533"	3533	"HW"	"Honey"	"24-Mar-11"	"HW 049"	"HW 049"	"okay"	"3/22/2011 13:45"	"3/23/2011 19:58"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2011-03-22 19:45:00	2011-03-24 01:58:00	13.1738292011019	13.6	12.8	13.1	0.214149850787840	124.810078236915	326.3384	46.86051	94.38395	68.0158449613369	1041.48209366391	1630	483	1070	353.524615386259	56.0183486238532	240	13	39	45.0924030815558	3.44820936639118	4.5	2.4	3.4	0.49752519047848
